config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-148049.79873499973	-0.1758290266564527	71.81752314060577	8.5292957495286e-05	2074752
srp_2_768	-148078.0401347967	-0.17586256711297574	43.57612334363512	5.1752500972239185e-05	14177280
srp_4_384	-148073.62965626307	-0.17585732907716425	47.98660187725909	5.699053678371883e-05	7688448
srp_8_192	-148059.3603367319	-0.1758403823431217	62.25592140844674	7.393727082629273e-05	3854208
srp_24_192	-148069.38082287548	-0.1758522830166809	52.23543526485446	6.20365972670805e-05	10972032
srp_1_1536	-148085.13628313554	-0.1758709947425037	36.47997500479687	4.332487144427842e-05	30693888
srp_16_192	-148053.32638306974	-0.17583321621247935	68.28987507059355	8.110340146862099e-05	7413120
srp_2_1536	-148080.51329138596	-0.17586550431869688	41.10296675437712	4.881529525109811e-05	59025408
srp_2_192	-148019.26335386603	-0.17579276178889328	102.352904274303	0.00012155782505469412	1185024
srp_1_384	-148078.77402236243	-0.17586343870305868	42.842235777905444	5.0880910889307064e-05	2365056
srp_4_768	-148073.64796579932	-0.17585735082219844	47.9682923410146	5.69687917495215e-05	28353024
srp_24_1536	-148076.00620238532	-0.17586015154497608	45.61005575500894	5.416806897187556e-05	682318848
srp_16_1536	-148076.94334778358	-0.1758612645310431	44.672910356748616	5.30550829048926e-05	455666688
srp_1_192	-148052.06254166953	-0.17583171523101807	69.55371647080756	8.260438292990293e-05	740160
srp_2_384	-148076.45652543064	-0.17586068636409383	45.15973270969698	5.3633249854154916e-05	4139520
srp_1_768	-148058.15144575885	-0.17583894662267532	63.46481238148408	7.537299127265006e-05	7089408
srp_4_1536	-148074.02029121883	-0.17585779300865645	47.59596692150808	5.652660529151445e-05	115688448
srp_8_1536	-148078.1784350264	-0.1758627313630793	43.43782311392715	5.158825086866801e-05	229014528
