	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.447150000000001	1	1	1	1	2	75318
1	you	6.44935	1	1	2	2	3	1286665
2	were	9.08535	1	1	3	3	4	229411
3	to	11.0806	1	1	4	4	2	2148027
4	journey	18.51635	1	1	5	5	7	2679
5	to	9.417100000000001	1	1	6	6	2	2148027
6	the	7.972249999999999	1	1	7	7	3	4187023
7	North	12.71595	1	1	8	8	5	13794
8	of	8.3052	1	1	9	9	2	2057315
9	England,	21.51025	1	1	10	10	8	2026
10	you	6.6472999999999995	1	1	11	11	3	1286665
11	would	9.73235	1	1	12	12	5	171047
12	come	9.19755	1	1	13	13	4	102424
13	to	10.27025	1	1	14	14	2	2148027
14	a	8.88195	1	1	15	15	1	1933416
15	valley	16.73975	1	1	16	16	6	1791
16	that	7.0484	1	1	17	17	4	914941
17	is	6.1293500000000005	1	1	18	18	2	1041416
18	surrounded	16.1388	1	1	19	19	10	2065
19	by	9.88275	1	1	20	20	2	302746
20	moors	31.10065	1	1	21	21	5	46
21	as	10.25385	1	1	22	22	2	438309
22	high	14.995149999999999	1	1	23	23	4	19866
23	as	10.0033	1	1	24	24	2	438309
24	mountains.	25.78995	1	1	25	25	10	690
25	It	5.583349999999999	1	2	1	26	2	220551
26	is	6.4458	1	2	2	27	2	1041416
27	in	9.971250000000001	1	2	3	28	2	1489991
28	this	8.2769	1	2	4	29	4	394225
29	valley	16.7618	1	2	5	30	6	1791
30	where	9.717649999999999	1	2	6	31	5	99866
31	you	6.06255	1	2	7	32	3	1286665
32	would	9.73235	1	2	8	33	5	171047
33	find	12.0771	1	2	9	34	4	52461
34	the	6.83425	1	2	10	35	3	4187023
35	city	14.62275	1	2	11	36	4	26218
36	of	7.1545000000000005	1	2	12	37	2	2057315
37	Bradford,	20.7257	1	2	13	38	9	107
38	where	8.858049999999999	1	2	14	39	5	99866
39	once	11.7972	1	2	15	40	4	25127
40	a	8.1904	1	2	16	41	1	1933416
41	thousand	15.36695	1	2	17	42	8	9653
42	spinning	15.968499999999999	1	2	18	43	8	735
43	jennies	46.94925	1	2	19	44	7	2
44	that	6.97115	1	2	20	45	4	914941
45	hummed	30.53405	1	2	21	46	6	84
46	and	6.8363499999999995	1	2	22	47	3	2001994
47	clattered	33.6766	1	2	23	48	9	63
48	spun	16.944200000000002	1	2	24	49	4	400
49	wool	16.91715	1	2	25	50	4	530
50	into	13.25635	1	2	26	51	4	116557
51	money	16.8218	1	2	27	52	5	23797
52	for	9.090150000000001	1	2	28	53	3	657368
53	the	6.8719	1	2	29	54	3	4187023
54	long-bearded	57.23825	1	2	30	55	12	4
55	mill	15.649000000000001	1	2	31	56	4	747
56	owners.	26.847949999999997	1	2	32	57	7	207
57	That	6.84915	1	3	1	58	4	57508
58	all	8.2311	1	3	2	59	3	272314
59	mill	16.549100000000003	1	3	3	60	4	747
60	owners	18.049149999999997	1	3	4	61	6	1077
61	were	9.538450000000001	1	3	5	62	4	229411
62	generally	13.47365	1	3	6	63	9	4532
63	busy	17.67335	1	3	7	64	4	4514
64	as	9.64225	1	3	8	65	2	438309
65	beavers	28.9938	1	3	9	66	7	27
66	and	6.1145	1	3	10	67	3	2001994
67	quite	12.404399999999999	1	3	11	68	5	29554
68	pleased	16.6069	1	3	12	69	7	2882
69	with	10.56305	1	3	13	70	4	532188
70	themselves	14.3091	1	3	14	71	10	8193
71	for	10.28995	1	3	15	72	3	657368
72	being	13.32965	1	3	16	73	5	55238
73	so	9.366499999999998	1	3	17	74	2	222473
74	successful	19.6646	1	3	18	75	10	4612
75	and	6.1127	1	3	19	76	3	2001994
76	well	11.3473	1	3	20	77	4	65604
77	off	13.88765	1	3	21	78	3	57270
78	was	8.43595	1	3	22	79	3	865130
79	known	16.56325	1	3	23	80	5	40184
80	to	9.761	1	3	24	81	2	2148027
81	the	7.972249999999999	1	3	25	82	3	4187023
82	residents	18.54075	1	3	26	83	9	1347
83	of	7.1417	1	3	27	84	2	2057315
84	Bradford,	20.7257	1	3	28	85	9	107
85	and	6.69815	1	3	29	86	3	2001994
86	if	9.96255	1	3	30	87	2	193531
87	you	6.3508	1	3	31	88	3	1286665
88	were	9.08535	1	3	32	89	4	229411
89	to	11.0806	1	3	33	90	2	2148027
90	go	7.931850000000001	1	3	34	91	2	152253
91	into	13.45875	1	3	35	92	4	116557
92	the	6.818300000000001	1	3	36	93	3	4187023
93	city	14.62275	1	3	37	94	4	26218
94	to	9.9937	1	3	38	95	2	2148027
95	visit	14.92525	1	3	39	96	5	5580
96	the	7.3225	1	3	40	97	3	4187023
97	stately	18.37105	1	3	41	98	7	387
98	City	12.0565	1	3	42	99	4	8326
99	Hall,	18.7987	1	3	43	100	5	787
100	you	6.6472999999999995	1	3	44	101	3	1286665
101	would	9.73235	1	3	45	102	5	171047
102	see	10.25475	1	3	46	103	3	141500
103	there	9.70635	1	3	47	104	5	172849
104	the	8.15255	1	3	48	105	3	4187023
105	Crest	17.560499999999998	1	3	49	106	5	32
106	of	7.6265	1	3	50	107	2	2057315
107	the	6.8471	1	3	51	108	3	4187023
108	City	11.9104	1	3	52	109	4	8326
109	of	7.2090499999999995	1	3	53	110	2	2057315
110	Bradford,	20.7257	1	3	54	111	9	107
111	which	10.37695	1	3	55	112	5	169235
112	those	11.56945	1	3	56	113	5	61541
113	same	13.41685	1	3	57	114	4	49017
114	mill	15.610949999999999	1	3	58	115	4	747
115	owners	18.049149999999997	1	3	59	116	6	1077
116	created	15.162949999999999	1	3	60	117	7	10788
117	to	10.173	1	3	61	118	2	2148027
118	celebrate	12.851849999999999	1	3	62	119	9	1350
119	their	11.9339	1	3	63	120	5	141697
120	achievements.	29.213	1	3	64	121	13	101
121	It	5.583349999999999	1	4	1	122	2	220551
122	shows	14.85955	1	4	2	123	5	7071
123	a	7.62105	1	4	3	124	1	1933416
124	sinister	19.526249999999997	1	4	4	125	8	239
125	looking	13.80995	1	4	5	126	7	29194
126	boar's	24.8791	1	4	6	127	6	21
127	head	15.327449999999999	1	4	7	128	4	25889
128	sitting	14.92375	1	4	8	129	7	8881
129	on	8.4089	1	4	9	130	2	560861
130	top	13.58845	1	4	10	131	3	16514
131	of	7.2803	1	4	11	132	2	2057315
132	a	8.1897	1	4	12	133	1	1933416
133	well	10.9815	1	4	13	134	4	65604
134	which	11.7432	1	4	14	135	5	169235
135	seems	10.71965	1	4	15	136	5	12750
136	puzzling	18.38345	1	4	16	137	8	136
137	at	8.98615	1	4	17	138	2	392110
138	first,	16.7427	1	4	18	139	6	3927
139	but	9.3366	1	4	19	140	3	262599
140	the	7.95515	1	4	20	141	3	4187023
141	reason	14.231300000000001	1	4	21	142	6	12075
142	for	9.1478	1	4	22	143	3	657368
143	this	8.23135	1	4	23	144	4	394225
144	symbol	15.949449999999999	1	4	24	145	6	1854
145	is	5.6808499999999995	1	4	25	146	2	1041416
146	a	7.869999999999999	1	4	26	147	1	1933416
147	matter	12.885	1	4	27	148	6	15824
148	of	7.45385	1	4	28	149	2	2057315
149	legend.	26.3258	1	4	29	150	7	207
150	There	7.53805	1	5	1	151	5	57926
151	was	7.8256499999999996	1	5	2	152	3	865130
152	once,	17.695	1	5	3	153	5	2197
153	legend	17.9908	1	5	4	154	6	796
154	has	8.19105	1	5	5	155	3	169230
155	it,	13.23235	1	5	6	156	3	52053
156	a	8.92665	1	5	7	157	1	1933416
157	fearsome	19.74185	1	5	8	158	8	103
158	boar,	23.0096	1	5	9	159	5	44
159	which	10.37695	1	5	10	160	5	169235
160	lived	14.733350000000002	1	5	11	161	5	14857
161	in	8.92465	1	5	12	162	2	1489991
162	a	7.9665	1	5	13	163	1	1933416
163	wood	16.65245	1	5	14	164	4	3677
164	located	16.13615	1	5	15	165	7	8522
165	just	7.94405	1	5	16	166	4	214572
166	outside	14.056	1	5	17	167	7	11468
167	the	7.1784	1	5	18	168	3	4187023
168	manor	18.033450000000002	1	5	19	169	5	293
169	of	7.20365	1	5	20	170	2	2057315
170	Bradford.	24.456699999999998	1	5	21	171	9	62
171	A	8.285350000000001	1	6	1	172	1	101973
172	source	18.566200000000002	1	6	2	173	6	3674
173	of	6.70195	1	6	3	174	2	2057315
174	great	13.0774	1	6	4	175	5	43756
175	trouble	14.82725	1	6	5	176	7	7188
176	to	10.12405	1	6	6	177	2	2148027
177	the	7.972249999999999	1	6	7	178	3	4187023
178	local	15.697849999999999	1	6	8	179	5	12295
179	folk	15.426850000000002	1	6	9	180	4	1687
180	the	7.9869	1	6	10	181	3	4187023
181	boar	18.3306	1	6	11	182	4	219
182	was,	15.15515	1	6	12	183	4	8233
183	bringing	15.136949999999999	1	6	13	184	8	3666
184	terror	17.9484	1	6	14	185	6	929
185	to	9.7217	1	6	15	186	2	2148027
186	the	7.972249999999999	1	6	16	187	3	4187023
187	peaceful	17.79795	1	6	17	188	8	1049
188	flocks	19.50825	1	6	18	189	6	162
189	and	5.9344	1	6	19	190	3	2001994
190	ravaging	36.89785	1	6	20	191	8	20
191	the	7.4251000000000005	1	6	21	192	3	4187023
192	countryside	17.42505	1	6	22	193	11	461
193	around.	23.46335	1	6	23	194	7	4632
194	Even	10.73325	1	7	1	195	4	10782
195	worse,	20.88075	1	7	2	196	6	555
196	however,	18.749	1	7	3	197	8	7829
197	the	8.2557	1	7	4	198	3	4187023
198	boar	18.3306	1	7	5	199	4	219
199	most	13.79975	1	7	6	200	4	58233
