	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.48105	1	1	1	1	2	75318
1	you	7.1361	1	1	2	2	3	1286665
2	were	12.9071	1	1	3	3	4	229411
3	to	10.7897	1	1	4	4	2	2148027
4	journey	19.4643	1	1	5	5	7	2679
5	to	10.5896	1	1	6	6	2	2148027
6	the	9.29965	1	1	7	7	3	4187023
7	North	13.55645	1	1	8	8	5	13794
8	of	9.7691	1	1	9	9	2	2057315
9	England,	26.4899	1	1	10	10	8	2026
10	you	7.18525	1	1	11	11	3	1286665
11	would	11.5274	1	1	12	12	5	171047
12	come	10.5455	1	1	13	13	4	102424
13	to	10.6796	1	1	14	14	2	2148027
14	a	9.72155	1	1	15	15	1	1933416
15	valley	19.7103	1	1	16	16	6	1791
16	that	8.683	1	1	17	17	4	914941
17	is	9.229849999999999	1	1	18	18	2	1041416
18	surrounded	17.674599999999998	1	1	19	19	10	2065
19	by	11.7774	1	1	20	20	2	302746
20	moors	36.63875	1	1	21	21	5	46
21	as	11.22385	1	1	22	22	2	438309
22	high	16.4407	1	1	23	23	4	19866
23	as	11.1354	1	1	24	24	2	438309
24	mountains.	31.794600000000003	1	1	25	25	10	690
25	It	5.6335999999999995	1	2	1	26	2	220551
26	is	9.1867	1	2	2	27	2	1041416
27	in	10.9602	1	2	3	28	2	1489991
28	this	10.69645	1	2	4	29	4	394225
29	valley	19.691499999999998	1	2	5	30	6	1791
30	where	10.025500000000001	1	2	6	31	5	99866
31	you	7.1462	1	2	7	32	3	1286665
32	would	11.5274	1	2	8	33	5	171047
33	find	13.5882	1	2	9	34	4	52461
34	the	9.25845	1	2	10	35	3	4187023
35	city	18.548499999999997	1	2	11	36	4	26218
36	of	9.57405	1	2	12	37	2	2057315
37	Bradford,	27.8616	1	2	13	38	9	107
38	where	10.030149999999999	1	2	14	39	5	99866
39	once	13.914	1	2	15	40	4	25127
40	a	9.68895	1	2	16	41	1	1933416
41	thousand	18.68805	1	2	17	42	8	9653
42	spinning	17.71665	1	2	18	43	8	735
43	jennies	53.1455	1	2	19	44	7	2
44	that	8.69935	1	2	20	45	4	914941
45	hummed	35.375550000000004	1	2	21	46	6	84
46	and	7.95095	1	2	22	47	3	2001994
47	clattered	40.1315	1	2	23	48	9	63
48	spun	19.3153	1	2	24	49	4	400
49	wool	19.64385	1	2	25	50	4	530
50	into	15.8844	1	2	26	51	4	116557
51	money	16.666249999999998	1	2	27	52	5	23797
52	for	10.79515	1	2	28	53	3	657368
53	the	9.2894	1	2	29	54	3	4187023
54	long-bearded	67.55994999999999	1	2	30	55	12	4
55	mill	18.0207	1	2	31	56	4	747
