	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.61515	1	1	1	1	2	75318
1	you	5.5291	1	1	2	2	3	1286665
2	were	10.593150000000001	1	1	3	3	4	229411
3	to	9.66385	1	1	4	4	2	2148027
4	journey	16.99705	1	1	5	5	7	2679
5	to	8.25455	1	1	6	6	2	2148027
6	the	6.29075	1	1	7	7	3	4187023
7	North	11.562550000000002	1	1	8	8	5	13794
8	of	8.066749999999999	1	1	9	9	2	2057315
9	England,	21.61805	1	1	10	10	8	2026
10	you	7.04455	1	1	11	11	3	1286665
11	would	10.4801	1	1	12	12	5	171047
12	come	9.9895	1	1	13	13	4	102424
13	to	8.6403	1	1	14	14	2	2148027
14	a	8.891649999999998	1	1	15	15	1	1933416
15	valley	16.8309	1	1	16	16	6	1791
16	that	7.19725	1	1	17	17	4	914941
17	is	8.2292	1	1	18	18	2	1041416
18	surrounded	17.199350000000003	1	1	19	19	10	2065
19	by	9.164	1	1	20	20	2	302746
20	moors	33.644149999999996	1	1	21	21	5	46
21	as	9.5744	1	1	22	22	2	438309
22	high	14.731649999999998	1	1	23	23	4	19866
23	as	9.22915	1	1	24	24	2	438309
24	mountains.	24.2194	1	1	25	25	10	690
25	It	5.710100000000001	1	2	1	26	2	220551
26	is	7.614599999999999	1	2	2	27	2	1041416
27	in	9.1573	1	2	3	28	2	1489991
28	this	8.78115	1	2	4	29	4	394225
29	valley	16.87455	1	2	5	30	6	1791
30	where	9.892299999999999	1	2	6	31	5	99866
31	you	6.43865	1	2	7	32	3	1286665
32	would	10.4801	1	2	8	33	5	171047
33	find	12.72885	1	2	9	34	4	52461
34	the	5.7813	1	2	10	35	3	4187023
35	city	12.699950000000001	1	2	11	36	4	26218
36	of	7.629700000000001	1	2	12	37	2	2057315
37	Bradford,	23.81555	1	2	13	38	9	107
38	where	9.97925	1	2	14	39	5	99866
39	once	12.771249999999998	1	2	15	40	4	25127
40	a	8.5961	1	2	16	41	1	1933416
41	thousand	15.298	1	2	17	42	8	9653
42	spinning	19.5686	1	2	18	43	8	735
43	jennies	47.086200000000005	1	2	19	44	7	2
44	that	7.2256	1	2	20	45	4	914941
45	hummed	32.92345	1	2	21	46	6	84
46	and	6.8336500000000004	1	2	22	47	3	2001994
47	clattered	32.9792	1	2	23	48	9	63
48	spun	19.870350000000002	1	2	24	49	4	400
49	wool	17.87575	1	2	25	50	4	530
50	into	13.160499999999999	1	2	26	51	4	116557
51	money	15.15795	1	2	27	52	5	23797
52	for	9.1091	1	2	28	53	3	657368
53	the	6.1834	1	2	29	54	3	4187023
54	long-bearded	56.522850000000005	1	2	30	55	12	4
55	mill	17.5656	1	2	31	56	4	747
56	owners.	24.57385	1	2	32	57	7	207
57	That	7.4365000000000006	1	3	1	58	4	57508
58	all	10.292349999999999	1	3	2	59	3	272314
59	mill	17.7818	1	3	3	60	4	747
60	owners	17.1131	1	3	4	61	6	1077
61	were	10.50195	1	3	5	62	4	229411
62	generally	15.89285	1	3	6	63	9	4532
63	busy	15.9771	1	3	7	64	4	4514
64	as	8.989450000000001	1	3	8	65	2	438309
65	beavers	31.74485	1	3	9	66	7	27
66	and	6.64685	1	3	10	67	3	2001994
67	quite	14.3716	1	3	11	68	5	29554
68	pleased	14.76395	1	3	12	69	7	2882
69	with	9.149899999999999	1	3	13	70	4	532188
70	themselves	15.193850000000001	1	3	14	71	10	8193
71	for	9.34345	1	3	15	72	3	657368
72	being	13.43295	1	3	16	73	5	55238
73	so	8.93545	1	3	17	74	2	222473
74	successful	15.879450000000002	1	3	18	75	10	4612
75	and	6.8597	1	3	19	76	3	2001994
76	well	10.36075	1	3	20	77	4	65604
77	off	12.6236	1	3	21	78	3	57270
78	was	9.2028	1	3	22	79	3	865130
79	known	14.0978	1	3	23	80	5	40184
80	to	8.38325	1	3	24	81	2	2148027
81	the	6.29075	1	3	25	82	3	4187023
82	residents	16.76265	1	3	26	83	9	1347
83	of	7.0624	1	3	27	84	2	2057315
84	Bradford,	23.81555	1	3	28	85	9	107
85	and	7.5901	1	3	29	86	3	2001994
86	if	10.44825	1	3	30	87	2	193531
87	you	5.7726	1	3	31	88	3	1286665
88	were	10.593150000000001	1	3	32	89	4	229411
89	to	9.66385	1	3	33	90	2	2148027
90	go	10.535599999999999	1	3	34	91	2	152253
91	into	12.71025	1	3	35	92	4	116557
92	the	5.8506	1	3	36	93	3	4187023
93	city	12.699950000000001	1	3	37	94	4	26218
94	to	9.18575	1	3	38	95	2	2148027
95	visit	14.1205	1	3	39	96	5	5580
96	the	6.06355	1	3	40	97	3	4187023
97	stately	17.74035	1	3	41	98	7	387
98	City	14.61695	1	3	42	99	4	8326
99	Hall,	21.083199999999998	1	3	43	100	5	787
100	you	7.04455	1	3	44	101	3	1286665
101	would	10.4801	1	3	45	102	5	171047
102	see	9.63335	1	3	46	103	3	141500
103	there	8.5962	1	3	47	104	5	172849
104	the	6.6597	1	3	48	105	3	4187023
105	Crest	18.75445	1	3	49	106	5	32
106	of	7.1311	1	3	50	107	2	2057315
107	the	6.0680499999999995	1	3	51	108	3	4187023
108	City	14.03305	1	3	52	109	4	8326
109	of	7.72805	1	3	53	110	2	2057315
110	Bradford,	23.81555	1	3	54	111	9	107
111	which	10.597	1	3	55	112	5	169235
112	those	11.83795	1	3	56	113	5	61541
113	same	12.5866	1	3	57	114	4	49017
114	mill	17.34225	1	3	58	115	4	747
115	owners	17.1131	1	3	59	116	6	1077
116	created	15.74185	1	3	60	117	7	10788
117	to	8.712050000000001	1	3	61	118	2	2148027
118	celebrate	17.618699999999997	1	3	62	119	9	1350
119	their	10.7039	1	3	63	120	5	141697
120	achievements.	25.575200000000002	1	3	64	121	13	101
121	It	5.710100000000001	1	4	1	122	2	220551
122	shows	14.7961	1	4	2	123	5	7071
123	a	8.172	1	4	3	124	1	1933416
124	sinister	19.1953	1	4	4	125	8	239
125	looking	13.24855	1	4	5	126	7	29194
126	boar's	28.247700000000002	1	4	6	127	6	21
127	head	13.36145	1	4	7	128	4	25889
128	sitting	14.98785	1	4	8	129	7	8881
129	on	8.8266	1	4	9	130	2	560861
130	top	14.0185	1	4	10	131	3	16514
131	of	6.4553	1	4	11	132	2	2057315
132	a	8.51395	1	4	12	133	1	1933416
133	well	10.0107	1	4	13	134	4	65604
134	which	10.59445	1	4	14	135	5	169235
135	seems	13.786750000000001	1	4	15	136	5	12750
136	puzzling	19.345100000000002	1	4	16	137	8	136
137	at	10.404900000000001	1	4	17	138	2	392110
