	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.3694500000000005	1	1	1	1	2	75318
1	you	7.7520500000000006	1	1	2	2	3	1286665
2	were	12.1555	1	1	3	3	4	229411
3	to	9.913450000000001	1	1	4	4	2	2148027
4	journey	19.4339	1	1	5	5	7	2679
5	to	9.917300000000001	1	1	6	6	2	2148027
6	the	8.3357	1	1	7	7	3	4187023
7	North	14.1844	1	1	8	8	5	13794
8	of	9.95035	1	1	9	9	2	2057315
9	England,	26.636899999999997	1	1	10	10	8	2026
10	you	7.742050000000001	1	1	11	11	3	1286665
11	would	11.0313	1	1	12	12	5	171047
12	come	10.859950000000001	1	1	13	13	4	102424
13	to	9.91235	1	1	14	14	2	2148027
14	a	9.402000000000001	1	1	15	15	1	1933416
15	valley	18.9804	1	1	16	16	6	1791
16	that	8.1986	1	1	17	17	4	914941
17	is	9.292000000000002	1	1	18	18	2	1041416
18	surrounded	17.62195	1	1	19	19	10	2065
19	by	12.05095	1	1	20	20	2	302746
20	moors	39.17905	1	1	21	21	5	46
21	as	11.5839	1	1	22	22	2	438309
22	high	15.5093	1	1	23	23	4	19866
23	as	11.580300000000001	1	1	24	24	2	438309
24	mountains.	30.7042	1	1	25	25	10	690
25	It	5.64265	1	2	1	26	2	220551
26	is	9.30535	1	2	2	27	2	1041416
27	in	10.01355	1	2	3	28	2	1489991
28	this	10.043949999999999	1	2	4	29	4	394225
29	valley	18.98075	1	2	5	30	6	1791
30	where	9.8575	1	2	6	31	5	99866
31	you	7.7308	1	2	7	32	3	1286665
32	would	11.0313	1	2	8	33	5	171047
33	find	13.971699999999998	1	2	9	34	4	52461
34	the	8.34045	1	2	10	35	3	4187023
35	city	16.3218	1	2	11	36	4	26218
36	of	9.947700000000001	1	2	12	37	2	2057315
37	Bradford,	29.9084	1	2	13	38	9	107
38	where	9.865549999999999	1	2	14	39	5	99866
39	once	13.924399999999999	1	2	15	40	4	25127
40	a	9.40775	1	2	16	41	1	1933416
41	thousand	18.1492	1	2	17	42	8	9653
42	spinning	18.730800000000002	1	2	18	43	8	735
43	jennies	57.776250000000005	1	2	19	44	7	2
44	that	8.20025	1	2	20	45	4	914941
45	hummed	36.36825	1	2	21	46	6	84
46	and	7.3848	1	2	22	47	3	2001994
47	clattered	36.57515	1	2	23	48	9	63
48	spun	19.5507	1	2	24	49	4	400
49	wool	19.289450000000002	1	2	25	50	4	530
50	into	13.44965	1	2	26	51	4	116557
51	money	14.85815	1	2	27	52	5	23797
52	for	10.9428	1	2	28	53	3	657368
53	the	8.3347	1	2	29	54	3	4187023
54	long-bearded	73.7065	1	2	30	55	12	4
55	mill	18.52745	1	2	31	56	4	747
56	owners.	32.060500000000005	1	2	32	57	7	207
57	That	6.4458	1	3	1	58	4	57508
58	all	11.47015	1	3	2	59	3	272314
59	mill	18.532049999999998	1	3	3	60	4	747
60	owners	19.48455	1	3	4	61	6	1077
61	were	12.161349999999999	1	3	5	62	4	229411
62	generally	16.87175	1	3	6	63	9	4532
63	busy	16.89075	1	3	7	64	4	4514
64	as	11.579450000000001	1	3	8	65	2	438309
65	beavers	33.8251	1	3	9	66	7	27
66	and	7.39135	1	3	10	67	3	2001994
67	quite	14.74605	1	3	11	68	5	29554
68	pleased	17.496699999999997	1	3	12	69	7	2882
69	with	10.994	1	3	13	70	4	532188
70	themselves	16.0095	1	3	14	71	10	8193
