	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.59515	1	1	1	1	2	75318
1	you	7.0527	1	1	2	2	3	1286665
2	were	12.1127	1	1	3	3	4	229411
3	to	8.830400000000001	1	1	4	4	2	2148027
4	journey	18.2275	1	1	5	5	7	2679
5	to	8.6317	1	1	6	6	2	2148027
6	the	7.15745	1	1	7	7	3	4187023
7	North	12.6487	1	1	8	8	5	13794
8	of	9.3317	1	1	9	9	2	2057315
9	England,	23.88125	1	1	10	10	8	2026
10	you	7.2476	1	1	11	11	3	1286665
11	would	11.139199999999999	1	1	12	12	5	171047
12	come	10.9948	1	1	13	13	4	102424
13	to	8.7515	1	1	14	14	2	2148027
14	a	8.3331	1	1	15	15	1	1933416
15	valley	16.749650000000003	1	1	16	16	6	1791
16	that	7.68155	1	1	17	17	4	914941
17	is	9.58945	1	1	18	18	2	1041416
18	surrounded	18.0766	1	1	19	19	10	2065
19	by	10.828	1	1	20	20	2	302746
20	moors	39.0969	1	1	21	21	5	46
21	as	10.315249999999999	1	1	22	22	2	438309
22	high	15.2959	1	1	23	23	4	19866
23	as	10.1403	1	1	24	24	2	438309
24	mountains.	27.313850000000002	1	1	25	25	10	690
25	It	6.122400000000001	1	2	1	26	2	220551
26	is	9.4967	1	2	2	27	2	1041416
27	in	9.017900000000001	1	2	3	28	2	1489991
28	this	9.69035	1	2	4	29	4	394225
29	valley	16.746299999999998	1	2	5	30	6	1791
30	where	9.7153	1	2	6	31	5	99866
31	you	6.832	1	2	7	32	3	1286665
32	would	11.139199999999999	1	2	8	33	5	171047
33	find	13.64595	1	2	9	34	4	52461
34	the	7.08545	1	2	10	35	3	4187023
35	city	14.33385	1	2	11	36	4	26218
36	of	8.8514	1	2	12	37	2	2057315
37	Bradford,	27.0866	1	2	13	38	9	107
38	where	9.924	1	2	14	39	5	99866
39	once	12.196549999999998	1	2	15	40	4	25127
40	a	8.54345	1	2	16	41	1	1933416
41	thousand	16.9857	1	2	17	42	8	9653
42	spinning	18.1857	1	2	18	43	8	735
43	jennies	54.33	1	2	19	44	7	2
44	that	7.94205	1	2	20	45	4	914941
45	hummed	36.11335	1	2	21	46	6	84
46	and	7.129899999999999	1	2	22	47	3	2001994
47	clattered	36.686099999999996	1	2	23	48	9	63
48	spun	19.940150000000003	1	2	24	49	4	400
49	wool	19.103299999999997	1	2	25	50	4	530
50	into	12.5144	1	2	26	51	4	116557
51	money	14.9239	1	2	27	52	5	23797
52	for	9.2075	1	2	28	53	3	657368
53	the	7.0944	1	2	29	54	3	4187023
54	long-bearded	64.38374999999999	1	2	30	55	12	4
55	mill	17.6359	1	2	31	56	4	747
56	owners.	28.28935	1	2	32	57	7	207
57	That	7.24235	1	3	1	58	4	57508
58	all	10.70205	1	3	2	59	3	272314
59	mill	17.6513	1	3	3	60	4	747
60	owners	19.01705	1	3	4	61	6	1077
61	were	11.775500000000001	1	3	5	62	4	229411
62	generally	15.26925	1	3	6	63	9	4532
63	busy	16.08625	1	3	7	64	4	4514
64	as	10.017050000000001	1	3	8	65	2	438309
65	beavers	33.7109	1	3	9	66	7	27
66	and	6.98065	1	3	10	67	3	2001994
67	quite	13.562899999999999	1	3	11	68	5	29554
68	pleased	16.355050000000002	1	3	12	69	7	2882
69	with	10.16615	1	3	13	70	4	532188
70	themselves	14.87825	1	3	14	71	10	8193
71	for	9.21315	1	3	15	72	3	657368
72	being	14.2021	1	3	16	73	5	55238
73	so	8.87415	1	3	17	74	2	222473
74	successful	16.92925	1	3	18	75	10	4612
75	and	6.9074	1	3	19	76	3	2001994
76	well	9.3474	1	3	20	77	4	65604
77	off	13.1649	1	3	21	78	3	57270
78	was	10.63625	1	3	22	79	3	865130
79	known	14.161249999999999	1	3	23	80	5	40184
80	to	8.8359	1	3	24	81	2	2148027
81	the	7.15745	1	3	25	82	3	4187023
82	residents	19.177599999999998	1	3	26	83	9	1347
83	of	8.89885	1	3	27	84	2	2057315
84	Bradford,	27.0866	1	3	28	85	9	107
85	and	7.4407499999999995	1	3	29	86	3	2001994
86	if	10.97615	1	3	30	87	2	193531
87	you	6.9225	1	3	31	88	3	1286665
88	were	12.1127	1	3	32	89	4	229411
89	to	8.830400000000001	1	3	33	90	2	2148027
90	go	11.811900000000001	1	3	34	91	2	152253
