	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	6.9216	1	1	1	1	2	75318
1	you	2.0099	1	1	2	2	3	1286665
2	were	7.1807	1	1	3	3	4	229411
3	to	6.422000000000001	1	1	4	4	2	2148027
4	journey	18.0661	1	1	5	5	7	2679
5	to	3.096	1	1	6	6	2	2148027
6	the	3.84825	1	1	7	7	3	4187023
7	North	11.978950000000001	1	1	8	8	5	13794
8	of	3.48685	1	1	9	9	2	2057315
9	England,	16.86355	1	1	10	10	8	2026
10	you	5.8902	1	1	11	11	3	1286665
11	would	8.0443	1	1	12	12	5	171047
12	come	7.943300000000001	1	1	13	13	4	102424
13	to	4.4222	1	1	14	14	2	2148027
14	a	6.17795	1	1	15	15	1	1933416
15	valley	14.06595	1	1	16	16	6	1791
16	that	6.335	1	1	17	17	4	914941
17	is	5.6781500000000005	1	1	18	18	2	1041416
18	surrounded	15.20975	1	1	19	19	10	2065
19	by	2.5550499999999996	1	1	20	20	2	302746
20	moors	22.4745	1	1	21	21	5	46
21	as	9.6545	1	1	22	22	2	438309
22	high	10.512149999999998	1	1	23	23	4	19866
23	as	7.8072	1	1	24	24	2	438309
24	mountains.	21.525550000000003	1	1	25	25	10	690
25	It	4.7494	1	2	1	26	2	220551
26	is	4.07665	1	2	2	27	2	1041416
27	in	6.38205	1	2	3	28	2	1489991
28	this	6.184200000000001	1	2	4	29	4	394225
29	valley	15.14715	1	2	5	30	6	1791
30	where	6.7781	1	2	6	31	5	99866
31	you	3.8366	1	2	7	32	3	1286665
32	would	8.0443	1	2	8	33	5	171047
33	find	10.726199999999999	1	2	9	34	4	52461
34	the	3.1797500000000003	1	2	10	35	3	4187023
35	city	10.03605	1	2	11	36	4	26218
36	of	4.3321	1	2	12	37	2	2057315
37	Bradford,	20.6977	1	2	13	38	9	107
38	where	7.9674	1	2	14	39	5	99866
39	once	12.71685	1	2	15	40	4	25127
40	a	5.1922	1	2	16	41	1	1933416
41	thousand	8.63305	1	2	17	42	8	9653
42	spinning	17.618650000000002	1	2	18	43	8	735
43	jennies	30.07065	1	2	19	44	7	2
44	that	5.79045	1	2	20	45	4	914941
45	hummed	24.6366	1	2	21	46	6	84
46	and	5.65415	1	2	22	47	3	2001994
47	clattered	20.20525	1	2	23	48	9	63
48	spun	19.85765	1	2	24	49	4	400
49	wool	12.8062	1	2	25	50	4	530
50	into	9.64625	1	2	26	51	4	116557
51	money	12.8016	1	2	27	52	5	23797
52	for	6.09145	1	2	28	53	3	657368
53	the	3.3413500000000003	1	2	29	54	3	4187023
54	long-bearded	42.27845000000001	1	2	30	55	12	4
55	mill	15.50505	1	2	31	56	4	747
56	owners.	18.86105	1	2	32	57	7	207
57	That	6.62345	1	3	1	58	4	57508
58	all	9.311150000000001	1	3	2	59	3	272314
59	mill	17.13915	1	3	3	60	4	747
60	owners	14.1894	1	3	4	61	6	1077
61	were	7.50735	1	3	5	62	4	229411
62	generally	13.81785	1	3	6	63	9	4532
63	busy	12.0884	1	3	7	64	4	4514
64	as	7.859999999999999	1	3	8	65	2	438309
65	beavers	24.454749999999997	1	3	9	66	7	27
66	and	3.6473500000000003	1	3	10	67	3	2001994
67	quite	12.7095	1	3	11	68	5	29554
68	pleased	12.4107	1	3	12	69	7	2882
69	with	4.7276	1	3	13	70	4	532188
70	themselves	13.25655	1	3	14	71	10	8193
71	for	8.9393	1	3	15	72	3	657368
72	being	10.6785	1	3	16	73	5	55238
73	so	6.01605	1	3	17	74	2	222473
74	successful	12.65165	1	3	18	75	10	4612
75	and	4.6	1	3	19	76	3	2001994
76	well	8.86185	1	3	20	77	4	65604
77	off	10.49525	1	3	21	78	3	57270
78	was	9.317499999999999	1	3	22	79	3	865130
79	known	12.99895	1	3	23	80	5	40184
80	to	5.65305	1	3	24	81	2	2148027
81	the	3.84825	1	3	25	82	3	4187023
82	residents	15.808499999999999	1	3	26	83	9	1347
83	of	2.4206	1	3	27	84	2	2057315
84	Bradford,	20.6977	1	3	28	85	9	107
85	and	6.0733	1	3	29	86	3	2001994
86	if	7.4701	1	3	30	87	2	193531
