	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.1769	1	1	1	1	2	75318
1	you	3.22135	1	1	2	2	3	1286665
2	were	10.27355	1	1	3	3	4	229411
3	to	8.909600000000001	1	1	4	4	2	2148027
4	journey	18.53145	1	1	5	5	7	2679
5	to	5.15275	1	1	6	6	2	2148027
6	the	7.2094000000000005	1	1	7	7	3	4187023
7	North	10.9158	1	1	8	8	5	13794
8	of	5.997	1	1	9	9	2	2057315
9	England,	20.4318	1	1	10	10	8	2026
10	you	6.73555	1	1	11	11	3	1286665
11	would	10.18375	1	1	12	12	5	171047
12	come	9.8762	1	1	13	13	4	102424
13	to	9.1347	1	1	14	14	2	2148027
14	a	8.431149999999999	1	1	15	15	1	1933416
15	valley	17.959400000000002	1	1	16	16	6	1791
16	that	7.3256499999999996	1	1	17	17	4	914941
17	is	8.760850000000001	1	1	18	18	2	1041416
18	surrounded	17.48705	1	1	19	19	10	2065
19	by	3.7079	1	1	20	20	2	302746
20	moors	28.10125	1	1	21	21	5	46
21	as	11.376850000000001	1	1	22	22	2	438309
22	high	13.713000000000001	1	1	23	23	4	19866
23	as	7.69395	1	1	24	24	2	438309
24	mountains.	22.10545	1	1	25	25	10	690
25	It	5.5878499999999995	1	2	1	26	2	220551
26	is	4.8965	1	2	2	27	2	1041416
27	in	9.39395	1	2	3	28	2	1489991
28	this	8.7013	1	2	4	29	4	394225
29	valley	18.326	1	2	5	30	6	1791
30	where	8.299199999999999	1	2	6	31	5	99866
31	you	6.6401	1	2	7	32	3	1286665
32	would	10.18375	1	2	8	33	5	171047
33	find	12.50395	1	2	9	34	4	52461
34	the	5.3448	1	2	10	35	3	4187023
35	city	13.548950000000001	1	2	11	36	4	26218
36	of	5.52015	1	2	12	37	2	2057315
37	Bradford,	21.9858	1	2	13	38	9	107
38	where	9.19315	1	2	14	39	5	99866
39	once	13.6725	1	2	15	40	4	25127
40	a	7.3671	1	2	16	41	1	1933416
41	thousand	15.02545	1	2	17	42	8	9653
42	spinning	17.13175	1	2	18	43	8	735
43	jennies	27.647	1	2	19	44	7	2
44	that	7.5771999999999995	1	2	20	45	4	914941
45	hummed	24.013399999999997	1	2	21	46	6	84
46	and	6.61815	1	2	22	47	3	2001994
47	clattered	26.8761	1	2	23	48	9	63
48	spun	19.682000000000002	1	2	24	49	4	400
49	wool	15.0543	1	2	25	50	4	530
50	into	13.36305	1	2	26	51	4	116557
51	money	15.06815	1	2	27	52	5	23797
52	for	6.2572	1	2	28	53	3	657368
53	the	6.9940999999999995	1	2	29	54	3	4187023
54	long-bearded	51.39875000000001	1	2	30	55	12	4
55	mill	15.0364	1	2	31	56	4	747
56	owners.	21.707349999999998	1	2	32	57	7	207
57	That	6.8619	1	3	1	58	4	57508
58	all	9.09605	1	3	2	59	3	272314
59	mill	17.29065	1	3	3	60	4	747
60	owners	16.9296	1	3	4	61	6	1077
61	were	8.6697	1	3	5	62	4	229411
62	generally	16.30525	1	3	6	63	9	4532
63	busy	15.02645	1	3	7	64	4	4514
64	as	7.10295	1	3	8	65	2	438309
65	beavers	31.1133	1	3	9	66	7	27
66	and	5.30735	1	3	10	67	3	2001994
67	quite	13.714400000000001	1	3	11	68	5	29554
68	pleased	12.9916	1	3	12	69	7	2882
69	with	6.87265	1	3	13	70	4	532188
70	themselves	17.256050000000002	1	3	14	71	10	8193
71	for	8.6327	1	3	15	72	3	657368
72	being	13.4006	1	3	16	73	5	55238
73	so	8.1189	1	3	17	74	2	222473
74	successful	16.6194	1	3	18	75	10	4612
75	and	6.2623	1	3	19	76	3	2001994
76	well	8.5503	1	3	20	77	4	65604
77	off	13.0382	1	3	21	78	3	57270
78	was	10.1589	1	3	22	79	3	865130
79	known	15.07395	1	3	23	80	5	40184
80	to	7.715199999999999	1	3	24	81	2	2148027
81	the	7.2094000000000005	1	3	25	82	3	4187023
