	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.349399999999999	1	1	1	1	2	75318
1	you	1.71015	1	1	2	2	3	1286665
2	were	6.93105	1	1	3	3	4	229411
3	to	8.00265	1	1	4	4	2	2148027
4	journey	17.87605	1	1	5	5	7	2679
5	to	3.28985	1	1	6	6	2	2148027
6	the	5.82305	1	1	7	7	3	4187023
7	North	11.21435	1	1	8	8	5	13794
8	of	4.35665	1	1	9	9	2	2057315
9	England,	16.3833	1	1	10	10	8	2026
10	you	6.27225	1	1	11	11	3	1286665
11	would	8.7528	1	1	12	12	5	171047
12	come	11.0132	1	1	13	13	4	102424
13	to	5.8804	1	1	14	14	2	2148027
14	a	7.542199999999999	1	1	15	15	1	1933416
15	valley	14.431799999999999	1	1	16	16	6	1791
16	that	5.916449999999999	1	1	17	17	4	914941
17	is	6.74745	1	1	18	18	2	1041416
18	surrounded	16.12545	1	1	19	19	10	2065
19	by	3.6116	1	1	20	20	2	302746
20	moors	23.755499999999998	1	1	21	21	5	46
21	as	10.140149999999998	1	1	22	22	2	438309
22	high	13.13935	1	1	23	23	4	19866
23	as	7.7918	1	1	24	24	2	438309
24	mountains.	23.95305	1	1	25	25	10	690
25	It	5.65635	1	2	1	26	2	220551
26	is	3.4295999999999998	1	2	2	27	2	1041416
27	in	7.8359000000000005	1	2	3	28	2	1489991
28	this	7.1838999999999995	1	2	4	29	4	394225
29	valley	15.97655	1	2	5	30	6	1791
30	where	6.9549	1	2	6	31	5	99866
31	you	4.4674499999999995	1	2	7	32	3	1286665
32	would	8.7528	1	2	8	33	5	171047
33	find	10.90015	1	2	9	34	4	52461
34	the	3.8541000000000003	1	2	10	35	3	4187023
35	city	11.0977	1	2	11	36	4	26218
36	of	4.40375	1	2	12	37	2	2057315
37	Bradford,	19.902949999999997	1	2	13	38	9	107
38	where	8.605250000000002	1	2	14	39	5	99866
39	once	13.76135	1	2	15	40	4	25127
40	a	6.6155	1	2	16	41	1	1933416
41	thousand	11.027000000000001	1	2	17	42	8	9653
42	spinning	18.37435	1	2	18	43	8	735
43	jennies	31.176899999999996	1	2	19	44	7	2
44	that	5.05145	1	2	20	45	4	914941
45	hummed	26.3348	1	2	21	46	6	84
46	and	5.99025	1	2	22	47	3	2001994
47	clattered	24.212400000000002	1	2	23	48	9	63
48	spun	19.869500000000002	1	2	24	49	4	400
49	wool	14.3458	1	2	25	50	4	530
50	into	12.88375	1	2	26	51	4	116557
51	money	13.526399999999999	1	2	27	52	5	23797
52	for	5.42385	1	2	28	53	3	657368
53	the	5.61505	1	2	29	54	3	4187023
54	long-bearded	44.17215	1	2	30	55	12	4
55	mill	16.242150000000002	1	2	31	56	4	747
56	owners.	18.39045	1	2	32	57	7	207
57	That	7.1561	1	3	1	58	4	57508
58	all	8.366599999999998	1	3	2	59	3	272314
59	mill	16.451999999999998	1	3	3	60	4	747
60	owners	13.9482	1	3	4	61	6	1077
61	were	7.7314	1	3	5	62	4	229411
62	generally	13.96855	1	3	6	63	9	4532
63	busy	15.644400000000001	1	3	7	64	4	4514
64	as	8.249649999999999	1	3	8	65	2	438309
65	beavers	30.4116	1	3	9	66	7	27
66	and	4.3311	1	3	10	67	3	2001994
67	quite	13.31335	1	3	11	68	5	29554
68	pleased	13.5518	1	3	12	69	7	2882
69	with	5.2199	1	3	13	70	4	532188
70	themselves	12.9495	1	3	14	71	10	8193
71	for	8.4453	1	3	15	72	3	657368
72	being	12.63795	1	3	16	73	5	55238
73	so	7.99005	1	3	17	74	2	222473
74	successful	17.11685	1	3	18	75	10	4612
