config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-114150.7647628655	-0.15496897215174707	187.6309432086855	0.0002547243066948937	2074752
srp_2_768	-114344.84900576014	-0.15523245733903177	6.4532996859634295	8.760880589792385e-06	14177280
srp_4_384	-114345.70661196274	-0.1552336216093895	7.310905888560228	9.925150947537929e-06	7688448
srp_8_192	-114144.31048022237	-0.15496020993671275	194.08522585181345	0.000263486521729197	3854208
srp_24_192	-114140.68621665446	-0.15495528970336092	197.70948941972165	0.0002684067550810499	10972032
srp_1_1536	-114345.37297817243	-0.15523316867431133	6.977272098243702	9.472215869373099e-06	30693888
srp_16_192	-114104.15501308523	-0.15490569561539883	234.24069298895483	0.0003180008430431478	7413120
srp_2_1536	-114344.19662785591	-0.1552315716828254	5.800921781730722	7.875224383428167e-06	59025408
srp_2_192	-114033.2043936916	-0.15480937436355438	305.1913123825798	0.00041432209488759193	1185024
srp_1_384	-114345.14418302786	-0.15523285806624437	6.748476953682257	9.161607802404355e-06	2365056
srp_4_768	-114344.87396735273	-0.1552324912264293	6.478261278549326	8.79476798734371e-06	28353024
srp_24_1536	-114345.03112582042	-0.15523270458186544	6.635419746235129	9.008123423488238e-06	682318848
srp_16_1536	-114344.56868056045	-0.15523207677471268	6.172974486267776	8.380316270706887e-06	455666688
srp_1_192	-114216.9126999777	-0.15505877337073612	121.48300609647413	0.0001649230877058421	740160
srp_2_384	-114345.65628071984	-0.15523355328062274	7.260574645653833	9.856822180783477e-06	4139520
srp_1_768	-114345.73255815658	-0.15523365683346355	7.336852082400583	9.960375021586339e-06	7089408
srp_4_1536	-114344.60201067608	-0.15523212202306272	6.206304601902957	8.425564620750033e-06	115688448
srp_8_1536	-114344.36915474979	-0.15523180590215338	5.9734486756060505	8.109443711418959e-06	229014528
