config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-114138.98392115167	-0.1549529786983938	199.41178492251493	0.0002707177600481601	2074752
srp_2_768	-114344.80940215335	-0.15523240357390586	6.413696079165675	8.707115463893319e-06	14177280
srp_4_384	-114345.73922802244	-0.1552336658883504	7.343521948263515	9.96942990842232e-06	7688448
srp_8_192	-114202.95339271998	-0.1550398224727533	135.44231335420045	0.00018387398568864744	3854208
srp_24_192	-114097.17106014636	-0.15489621432974346	241.2246459278249	0.0003274821286984932	10972032
srp_1_1536	-114345.57391853217	-0.15523344146723636	7.178212457991322	9.745008794401499e-06	30693888
srp_16_192	-114090.19567210738	-0.15488674467163818	248.20003396680113	0.00033695178680376585	7413120
srp_2_1536	-114344.4460679803	-0.15523191031813607	6.050361906120088	8.213859694109845e-06	59025408
srp_2_192	-114028.14315491097	-0.15480250331916603	310.25255116321205	0.00042119313927593664	1185024
srp_1_384	-114345.55609921699	-0.15523341727606285	7.16039314281079	9.720817620880134e-06	2365056
srp_4_768	-114345.0522731754	-0.15523273329112441	6.656567101221299	9.036832682447148e-06	28353024
srp_24_1536	-114344.95646599177	-0.15523260322505955	6.5607599175855285	8.906766617593073e-06	682318848
srp_16_1536	-114344.90206741147	-0.1552325293745506	6.50636133729131	8.832916108643599e-06	455666688
srp_1_192	-114194.72166506427	-0.1550286472311639	143.67404100991553	0.0001950492272780429	740160
srp_2_384	-114345.05923564182	-0.15523274274324037	6.663529567638761	9.046284798397459e-06	4139520
srp_1_768	-114345.56610988801	-0.15523343086636512	7.1704038138268515	9.734407923153894e-06	7089408
srp_4_1536	-114344.86802414135	-0.1552324831580352	6.472318067171727	8.786699593230184e-06	115688448
srp_8_1536	-114344.7211659824	-0.15523228378610812	6.325459908213816	8.587327666173162e-06	229014528
