	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	11.0534	1	1	1	1	2	10669
1	you	16.560000000000002	1	1	2	2	3	27690
2	were	15.06755	1	1	3	3	4	356521
3	to	13.637350000000001	1	1	4	4	2	1988038
4	journey	19.653599999999997	1	1	5	5	7	3680
5	to	13.63765	1	1	6	6	2	1988038
6	the	9.636199999999999	1	1	7	7	3	5611464
7	North	12.1384	1	1	8	8	5	34149
8	of	13.60755	1	1	9	9	2	2750306
9	England,	33.1571	1	1	10	10	8	0
10	you	16.5644	1	1	11	11	3	27690
11	would	16.24345	1	1	12	12	5	126894
12	come	18.395049999999998	1	1	13	13	4	12335
13	to	13.63315	1	1	14	14	2	1988038
14	a	12.05705	1	1	15	15	1	1684274
15	valley	21.27265	1	1	16	16	6	2939
16	that	14.3239	1	1	17	17	4	682579
17	is	13.436250000000001	1	1	18	18	2	514867
18	surrounded	19.5777	1	1	19	19	10	3423
19	by	14.177900000000001	1	1	20	20	2	603586
20	moors	22.072699999999998	1	1	21	21	5	136
21	as	13.742149999999999	1	1	22	22	2	677897
22	high	17.76195	1	1	23	23	4	39012
23	as	13.74555	1	1	24	24	2	677897
24	mountains.	34.91615	1	1	25	25	10	0
25	It	7.2377	1	2	1	26	2	119805
26	is	13.432549999999999	1	2	2	27	2	514867
27	in	12.3034	1	2	3	28	2	1903316
28	this	14.6438	1	2	4	29	4	146224
29	valley	21.27765	1	2	5	30	6	2939
30	where	14.391300000000001	1	2	6	31	5	74655
31	you	16.55415	1	2	7	32	3	27690
32	would	16.24345	1	2	8	33	5	126894
33	find	19.53865	1	2	9	34	4	12416
34	the	9.6542	1	2	10	35	3	5611464
35	city	17.72345	1	2	11	36	4	39274
36	of	13.6067	1	2	12	37	2	2750306
37	Bradford,	35.8134	1	2	13	38	9	0
38	where	14.399000000000001	1	2	14	39	5	74655
39	once	17.396749999999997	1	2	15	40	4	17190
40	a	12.060649999999999	1	2	16	41	1	1684274
41	thousand	19.8048	1	2	17	42	8	2965
42	spinning	21.244	1	2	18	43	8	643
43	jennies	58.4026	1	2	19	44	7	5
44	that	14.32265	1	2	20	45	4	682579
45	hummed	42.28905	1	2	21	46	6	17
46	and	11.5109	1	2	22	47	3	2510744
47	clattered	40.1947	1	2	23	48	9	3
48	spun	20.9091	1	2	24	49	4	583
49	wool	21.6665	1	2	25	50	4	646
50	into	16.9215	1	2	26	51	4	124034
51	money	19.19325	1	2	27	52	5	11215
52	for	13.85265	1	2	28	53	3	677963
53	the	9.6375	1	2	29	54	3	5611464
54	long-bearded	76.42750000000001	1	2	30	55	12	0
55	mill	19.772350000000003	1	2	31	56	4	1527
56	owners.	35.038799999999995	1	2	32	57	7	0
57	That	10.9702	1	3	1	58	4	11528
58	all	14.8711	1	3	2	59	3	98292
59	mill	19.76275	1	3	3	60	4	1527
60	owners	20.7636	1	3	4	61	6	3129
61	were	15.07385	1	3	5	62	4	356521
62	generally	17.44945	1	3	6	63	9	14761
63	busy	20.112299999999998	1	3	7	64	4	1227
64	as	13.742149999999999	1	3	8	65	2	677897
65	beavers	37.19415	1	3	9	66	7	55
66	and	11.508949999999999	1	3	10	67	3	2510744
67	quite	18.685	1	3	11	68	5	4987
68	pleased	18.7423	1	3	12	69	7	1549
69	with	13.619399999999999	1	3	13	70	4	634654
70	themselves	19.280549999999998	1	3	14	71	10	9992
