	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	9.98395	1	1	1	1	2	10669
1	you	8.43845	1	1	2	2	3	27690
2	were	8.47305	1	1	3	3	4	356521
3	to	8.5905	1	1	4	4	2	1988038
4	journey	17.0764	1	1	5	5	7	3680
5	to	4.0062999999999995	1	1	6	6	2	1988038
6	the	2.57305	1	1	7	7	3	5611464
7	North	8.5816	1	1	8	8	5	34149
8	of	1.758	1	1	9	9	2	2750306
9	England,	30.98185	1	1	10	10	8	0
10	you	15.8498	1	1	11	11	3	27690
11	would	8.969750000000001	1	1	12	12	5	126894
12	come	13.342649999999999	1	1	13	13	4	12335
13	to	6.00615	1	1	14	14	2	1988038
14	a	5.50575	1	1	15	15	1	1684274
15	valley	16.690350000000002	1	1	16	16	6	2939
16	that	10.6611	1	1	17	17	4	682579
17	is	7.3716	1	1	18	18	2	514867
18	surrounded	14.5105	1	1	19	19	10	3423
19	by	3.2360499999999996	1	1	20	20	2	603586
20	moors	20.46335	1	1	21	21	5	136
21	as	8.968250000000001	1	1	22	22	2	677897
22	high	11.7425	1	1	23	23	4	39012
23	as	6.163600000000001	1	1	24	24	2	677897
24	mountains.	31.69545	1	1	25	25	10	0
25	It	7.39115	1	2	1	26	2	119805
26	is	4.3137	1	2	2	27	2	514867
27	in	5.39875	1	2	3	28	2	1903316
28	this	5.8524	1	2	4	29	4	146224
29	valley	17.50255	1	2	5	30	6	2939
30	where	10.167	1	2	6	31	5	74655
31	you	10.486699999999999	1	2	7	32	3	27690
32	would	8.969750000000001	1	2	8	33	5	126894
33	find	13.2981	1	2	9	34	4	12416
34	the	3.8668000000000005	1	2	10	35	3	5611464
35	city	10.80715	1	2	11	36	4	39274
36	of	2.1485	1	2	12	37	2	2750306
37	Bradford,	35.713899999999995	1	2	13	38	9	0
38	where	12.58145	1	2	14	39	5	74655
39	once	13.11895	1	2	15	40	4	17190
40	a	4.93225	1	2	16	41	1	1684274
41	thousand	14.5863	1	2	17	42	8	2965
42	spinning	17.8871	1	2	18	43	8	643
43	jennies	39.397999999999996	1	2	19	44	7	5
44	that	7.73925	1	2	20	45	4	682579
45	hummed	28.6219	1	2	21	46	6	17
46	and	8.07445	1	2	22	47	3	2510744
47	clattered	24.732100000000003	1	2	23	48	9	3
48	spun	20.343249999999998	1	2	24	49	4	583
49	wool	16.2015	1	2	25	50	4	646
50	into	15.49175	1	2	26	51	4	124034
51	money	16.86845	1	2	27	52	5	11215
52	for	5.6038	1	2	28	53	3	677963
53	the	2.06735	1	2	29	54	3	5611464
54	long-bearded	58.188500000000005	1	2	30	55	12	0
55	mill	18.3923	1	2	31	56	4	1527
56	owners.	23.94755	1	2	32	57	7	0
57	That	11.04955	1	3	1	58	4	11528
58	all	11.36555	1	3	2	59	3	98292
59	mill	17.20465	1	3	3	60	4	1527
60	owners	9.84395	1	3	4	61	6	3129
61	were	8.7393	1	3	5	62	4	356521
62	generally	9.78275	1	3	6	63	9	14761
63	busy	15.49745	1	3	7	64	4	1227
64	as	5.2576	1	3	8	65	2	677897
65	beavers	28.336550000000003	1	3	9	66	7	55
66	and	7.4285	1	3	10	67	3	2510744
67	quite	15.6038	1	3	11	68	5	4987
68	pleased	13.79645	1	3	12	69	7	1549
69	with	2.0032	1	3	13	70	4	634654
70	themselves	13.86075	1	3	14	71	10	9992
71	for	7.386900000000001	1	3	15	72	3	677963
72	being	11.32515	1	3	16	73	5	68511
73	so	11.3009	1	3	17	74	2	54126
74	successful	12.692599999999999	1	3	18	75	10	14015
75	and	7.350099999999999	1	3	19	76	3	2510744
76	well	12.66	1	3	20	77	4	61873
77	off	10.2122	1	3	21	78	3	40958
78	was	8.85615	1	3	22	79	3	1080224
79	known	9.4778	1	3	23	80	5	54387
80	to	5.11505	1	3	24	81	2	1988038
81	the	2.57305	1	3	25	82	3	5611464
82	residents	13.1882	1	3	26	83	9	6490
83	of	0.49335	1	3	27	84	2	2750306
84	Bradford,	35.713899999999995	1	3	28	85	9	0
85	and	8.5485	1	3	29	86	3	2510744
86	if	12.77775	1	3	30	87	2	34963
87	you	9.2667	1	3	31	88	3	27690
88	were	8.47305	1	3	32	89	4	356521
89	to	8.5905	1	3	33	90	2	1988038
90	go	13.0344	1	3	34	91	2	14475
91	into	9.54515	1	3	35	92	4	124034
92	the	1.85095	1	3	36	93	3	5611464
93	city	10.80715	1	3	37	94	4	39274
94	to	9.14745	1	3	38	95	2	1988038
95	visit	13.0505	1	3	39	96	5	6239
96	the	5.54395	1	3	40	97	3	5611464
97	stately	25.70165	1	3	41	98	7	115
98	City	18.823900000000002	1	3	42	99	4	25773
99	Hall,	33.70455	1	3	43	100	5	0
100	you	15.8498	1	3	44	101	3	27690
101	would	8.969750000000001	1	3	45	102	5	126894
102	see	11.6359	1	3	46	103	3	15367
103	there	9.529599999999999	1	3	47	104	5	62555
104	the	5.20585	1	3	48	105	3	5611464
105	Crest	15.517700000000001	1	3	49	106	5	127
106	of	3.3045	1	3	50	107	2	2750306
107	the	2.43305	1	3	51	108	3	5611464
108	City	11.13665	1	3	52	109	4	25773
109	of	0.7599	1	3	53	110	2	2750306
110	Bradford,	35.713899999999995	1	3	54	111	9	0
111	which	14.2563	1	3	55	112	5	276783
112	those	12.489650000000001	1	3	56	113	5	31043
113	same	11.6113	1	3	57	114	4	44903
114	mill	17.08475	1	3	58	115	4	1527
115	owners	9.84395	1	3	59	116	6	3129
116	created	12.983799999999999	1	3	60	117	7	19489
117	to	6.7703	1	3	61	118	2	1988038
118	celebrate	13.1753	1	3	62	119	9	1526
119	their	7.94515	1	3	63	120	5	187293
120	achievements.	30.9262	1	3	64	121	13	0
121	It	7.39115	1	4	1	122	2	119805
122	shows	11.16815	1	4	2	123	5	11162
123	a	6.86755	1	4	3	124	1	1684274
124	sinister	16.8074	1	4	4	125	8	358
125	looking	14.193999999999999	1	4	5	126	7	5153
126	boar's	46.072649999999996	1	4	6	127	6	0
127	head	14.3828	1	4	7	128	4	19105
128	sitting	17.7651	1	4	8	129	7	2202
129	on	4.041	1	4	9	130	2	691658
130	top	11.40185	1	4	10	131	3	26732
131	of	1.3885999999999998	1	4	11	132	2	2750306
132	a	5.0396	1	4	12	133	1	1684274
133	well	9.0368	1	4	13	134	4	61873
134	which	12.27585	1	4	14	135	5	276783
135	seems	14.3818	1	4	15	136	5	4321
136	puzzling	23.13935	1	4	16	137	8	73
137	at	6.9700500000000005	1	4	17	138	2	419116
138	first,	32.5768	1	4	18	139	6	0
139	but	13.238949999999999	1	4	19	140	3	204206
140	the	4.5205	1	4	20	141	3	5611464
141	reason	11.6827	1	4	21	142	6	5889
142	for	4.49335	1	4	22	143	3	677963
143	this	5.6897	1	4	23	144	4	146224
144	symbol	14.801300000000001	1	4	24	145	6	2770
145	is	6.5443	1	4	25	146	2	514867
146	a	4.6282	1	4	26	147	1	1684274
147	matter	11.989799999999999	1	4	27	148	6	6128
148	of	1.1469	1	4	28	149	2	2750306
149	legend.	31.920299999999997	1	4	29	150	7	0
150	There	8.419550000000001	1	5	1	151	5	28528
151	was	5.8218499999999995	1	5	2	152	3	1080224
152	once,	35.6348	1	5	3	153	5	0
153	legend	17.02045	1	5	4	154	6	1843
154	has	7.28035	1	5	5	155	3	151408
155	it,	28.617649999999998	1	5	6	156	3	0
156	a	11.91265	1	5	7	157	1	1684274
157	fearsome	22.1551	1	5	8	158	8	108
158	boar,	36.55075	1	5	9	159	5	0
159	which	14.2563	1	5	10	160	5	276783
160	lived	14.682400000000001	1	5	11	161	5	8957
161	in	2.7012	1	5	12	162	2	1903316
162	a	4.4433	1	5	13	163	1	1684274
163	wood	13.328800000000001	1	5	14	164	4	3228
164	located	15.8263	1	5	15	165	7	17206
165	just	10.4444	1	5	16	166	4	32345
166	outside	9.385100000000001	1	5	17	167	7	12548
167	the	2.2584999999999997	1	5	18	168	3	5611464
168	manor	16.35095	1	5	19	169	5	974
169	of	2.89605	1	5	20	170	2	2750306
170	Bradford.	30.2724	1	5	21	171	9	0
171	A	5.799049999999999	1	6	1	172	1	96615
172	source	11.1462	1	6	2	173	6	7393
173	of	1.71085	1	6	3	174	2	2750306
174	great	13.81875	1	6	4	175	5	19046
175	trouble	14.3477	1	6	5	176	7	2134
176	to	8.4726	1	6	6	177	2	1988038
177	the	2.57305	1	6	7	178	3	5611464
178	local	9.8659	1	6	8	179	5	25510
179	folk	11.4499	1	6	9	180	4	2757
180	the	11.334150000000001	1	6	10	181	3	5611464
181	boar	19.2235	1	6	11	182	4	199
182	was,	26.662399999999998	1	6	12	183	4	0
183	bringing	15.5951	1	6	13	184	8	3632
184	terror	18.655450000000002	1	6	14	185	6	598
185	to	9.34855	1	6	15	186	2	1988038
186	the	2.57305	1	6	16	187	3	5611464
187	peaceful	17.63335	1	6	17	188	8	999
188	flocks	16.9643	1	6	18	189	6	409
189	and	8.741	1	6	19	190	3	2510744
190	ravaging	22.1456	1	6	20	191	8	64
191	the	3.2855499999999997	1	6	21	192	3	5611464
192	countryside	17.180500000000002	1	6	22	193	11	1046
193	around.	21.2188	1	6	23	194	7	0
194	Even	13.05375	1	7	1	195	4	4255
195	worse,	34.83135	1	7	2	196	6	0
196	however,	38.2768	1	7	3	197	8	0
197	the	10.591149999999999	1	7	4	198	3	5611464
198	boar	19.2235	1	7	5	199	4	199
199	most	12.9262	1	7	6	200	4	84925
200	liked	17.3804	1	7	7	201	5	2549
201	to	5.16755	1	7	8	202	2	1988038
202	go	13.0344	1	7	9	203	2	14475
203	to	7.16495	1	7	10	204	2	1988038
204	the	2.57305	1	7	11	205	3	5611464
205	well	12.25685	1	7	12	206	4	61873
206	that	10.54645	1	7	13	207	4	682579
207	was	7.9955	1	7	14	208	3	1080224
208	in	5.62115	1	7	15	209	2	1903316
209	the	1.83925	1	7	16	210	3	5611464
210	wood	13.493549999999999	1	7	17	211	4	3228
211	and	8.4711	1	7	18	212	3	2510744
212	drink	18.40385	1	7	19	213	5	1494
213	its	13.74375	1	7	20	214	3	175682
214	fresh	15.947400000000002	1	7	21	215	5	2823
215	water,	30.26215	1	7	22	216	6	0
216	so	13.54335	1	7	23	217	2	54126
217	that	7.531000000000001	1	7	24	218	4	682579
218	the	4.7844999999999995	1	7	25	219	3	5611464
219	people	11.2578	1	7	26	220	6	44751
220	of	1.4078	1	7	27	221	2	2750306
221	Bradford	15.68945	1	7	28	222	8	970
222	had	14.3722	1	7	29	223	3	293952
223	second	12.64115	1	7	30	224	6	67095
224	thoughts	12.963049999999999	1	7	31	225	8	1171
225	about	9.55935	1	7	32	226	5	90601
226	visiting	14.537099999999999	1	7	33	227	8	2321
227	the	2.4403	1	7	34	228	3	5611464
228	well.	26.915100000000002	1	7	35	229	5	0
229	That	11.04955	1	8	1	230	4	11528
230	the	6.2099	1	8	2	231	3	5611464
231	people	11.2578	1	8	3	232	6	44751
232	of	1.4078	1	8	4	233	2	2750306
233	Bradford	15.68945	1	8	5	234	8	970
234	bore	16.18895	1	8	6	235	4	1276
235	the	3.7565	1	8	7	236	3	5611464
236	brunt	17.0872	1	8	8	237	5	172
237	of	0.1536	1	8	9	238	2	2750306
238	the	2.43305	1	8	10	239	3	5611464
239	beast's	47.941900000000004	1	8	11	240	7	0
240	ferocity	28.070050000000002	1	8	12	241	8	107
241	was	7.70805	1	8	13	242	3	1080224
242	unfair	19.6087	1	8	14	243	6	436
243	in	7.74395	1	8	15	244	2	1903316
244	the	1.83925	1	8	16	245	3	5611464
245	eyes	14.2095	1	8	17	246	4	4499
246	of	0.49515	1	8	18	247	2	2750306
247	the	2.43305	1	8	19	248	3	5611464
248	people	11.2578	1	8	20	249	6	44751
249	of	1.4078	1	8	21	250	2	2750306
250	the	2.43305	1	8	22	251	3	5611464
251	region.	27.2545	1	8	23	252	7	0
252	Eventually,	38.146699999999996	1	9	1	253	11	0
253	the	10.591149999999999	1	9	2	254	3	5611464
254	issue	13.488199999999999	1	9	3	255	5	11268
255	reached	13.593250000000001	1	9	4	256	7	19666
256	the	3.5919499999999998	1	9	5	257	3	5611464
257	ears	16.595100000000002	1	9	6	258	4	1059
258	of	0.68165	1	9	7	259	2	2750306
259	the	2.43305	1	9	8	260	3	5611464
260	kindly	19.34225	1	9	9	261	6	147
261	Lord	17.0473	1	9	10	262	4	9078
262	of	4.700699999999999	1	9	11	263	2	2750306
263	the	2.43305	1	9	12	264	3	5611464
264	Manor	16.3722	1	9	13	265	5	1110
265	who	13.7163	1	9	14	266	3	155994
266	the	3.0698499999999997	1	9	15	267	3	5611464
267	people	11.2578	1	9	16	268	6	44751
268	had	9.7192	1	9	17	269	3	293952
269	often	10.1732	1	9	18	270	5	27524
270	asked	11.5481	1	9	19	271	5	11868
271	for	5.28205	1	9	20	272	3	677963
272	help.	28.456400000000002	1	9	21	273	5	0
273	The	3.70085	1	10	1	274	3	857972
274	Lord	12.25755	1	10	2	275	4	9078
275	saw	11.31045	1	10	3	276	3	16323
276	the	3.30785	1	10	4	277	3	5611464
277	severity	16.0228	1	10	5	278	8	619
278	of	0.47155	1	10	6	279	2	2750306
279	the	2.43305	1	10	7	280	3	5611464
