	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	11.38065	1	1	1	1	2	10669
1	you	15.86635	1	1	2	2	3	27690
2	were	14.577	1	1	3	3	4	356521
3	to	12.6138	1	1	4	4	2	1988038
4	journey	20.0795	1	1	5	5	7	3680
5	to	12.65145	1	1	6	6	2	1988038
6	the	9.03805	1	1	7	7	3	5611464
7	North	11.95925	1	1	8	8	5	34149
8	of	12.67295	1	1	9	9	2	2750306
9	England,	32.45385	1	1	10	10	8	0
10	you	16.0201	1	1	11	11	3	27690
11	would	16.53775	1	1	12	12	5	126894
12	come	18.30975	1	1	13	13	4	12335
13	to	12.62925	1	1	14	14	2	1988038
14	a	11.4164	1	1	15	15	1	1684274
15	valley	21.0615	1	1	16	16	6	2939
16	that	14.300999999999998	1	1	17	17	4	682579
17	is	13.773	1	1	18	18	2	514867
18	surrounded	18.95675	1	1	19	19	10	3423
19	by	13.341000000000001	1	1	20	20	2	603586
20	moors	22.15775	1	1	21	21	5	136
21	as	11.966000000000001	1	1	22	22	2	677897
22	high	16.409550000000003	1	1	23	23	4	39012
23	as	12.020600000000002	1	1	24	24	2	677897
24	mountains.	34.3239	1	1	25	25	10	0
25	It	7.60805	1	2	1	26	2	119805
26	is	13.66255	1	2	2	27	2	514867
27	in	11.73415	1	2	3	28	2	1903316
28	this	13.911999999999999	1	2	4	29	4	146224
29	valley	21.0338	1	2	5	30	6	2939
30	where	13.7206	1	2	6	31	5	74655
31	you	15.921	1	2	7	32	3	27690
32	would	16.53775	1	2	8	33	5	126894
33	find	18.67685	1	2	9	34	4	12416
34	the	9.241499999999998	1	2	10	35	3	5611464
35	city	17.24175	1	2	11	36	4	39274
36	of	12.6441	1	2	12	37	2	2750306
37	Bradford,	35.1971	1	2	13	38	9	0
38	where	13.7391	1	2	14	39	5	74655
39	once	16.2215	1	2	15	40	4	17190
40	a	11.41225	1	2	16	41	1	1684274
41	thousand	21.15495	1	2	17	42	8	2965
42	spinning	22.046950000000002	1	2	18	43	8	643
43	jennies	60.0315	1	2	19	44	7	5
44	that	14.0836	1	2	20	45	4	682579
45	hummed	41.1315	1	2	21	46	6	17
46	and	11.5388	1	2	22	47	3	2510744
47	clattered	39.0303	1	2	23	48	9	3
48	spun	21.17455	1	2	24	49	4	583
49	wool	21.2438	1	2	25	50	4	646
50	into	16.9208	1	2	26	51	4	124034
51	money	20.46255	1	2	27	52	5	11215
52	for	12.8254	1	2	28	53	3	677963
53	the	8.978349999999999	1	2	29	54	3	5611464
54	long-bearded	75.8817	1	2	30	55	12	0
55	mill	22.12545	1	2	31	56	4	1527
56	owners.	33.74125	1	2	32	57	7	0
57	That	10.78105	1	3	1	58	4	11528
58	all	14.5982	1	3	2	59	3	98292
59	mill	22.1613	1	3	3	60	4	1527
60	owners	19.5837	1	3	4	61	6	3129
61	were	14.52745	1	3	5	62	4	356521
62	generally	16.88815	1	3	6	63	9	14761
63	busy	20.3373	1	3	7	64	4	1227
64	as	11.9942	1	3	8	65	2	677897
65	beavers	38.319950000000006	1	3	9	66	7	55
66	and	11.48845	1	3	10	67	3	2510744
67	quite	18.95195	1	3	11	68	5	4987
68	pleased	19.29925	1	3	12	69	7	1549
69	with	13.0821	1	3	13	70	4	634654
70	themselves	17.32125	1	3	14	71	10	9992
71	for	12.90045	1	3	15	72	3	677963
72	being	15.1568	1	3	16	73	5	68511
73	so	15.92455	1	3	17	74	2	54126
74	successful	17.61725	1	3	18	75	10	14015
75	and	11.54515	1	3	19	76	3	2510744
76	well	17.2046	1	3	20	77	4	61873
77	off	17.921300000000002	1	3	21	78	3	40958
78	was	13.648900000000001	1	3	22	79	3	1080224
79	known	16.4159	1	3	23	80	5	54387
80	to	12.5184	1	3	24	81	2	1988038
81	the	9.03805	1	3	25	82	3	5611464
82	residents	17.853900000000003	1	3	26	83	9	6490
83	of	12.44405	1	3	27	84	2	2750306
84	Bradford,	35.1971	1	3	28	85	9	0
85	and	11.55105	1	3	29	86	3	2510744
86	if	15.27485	1	3	30	87	2	34963
87	you	15.844450000000002	1	3	31	88	3	27690
88	were	14.577	1	3	32	89	4	356521
89	to	12.6138	1	3	33	90	2	1988038
90	go	18.12315	1	3	34	91	2	14475
91	into	16.88685	1	3	35	92	4	124034
