	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.339700000000001	1	1	1	1	2	75318
1	you	5.9237	1	1	2	2	3	1286665
2	were	10.26445	1	1	3	3	4	229411
3	to	10.780850000000001	1	1	4	4	2	2148027
4	journey	19.7511	1	1	5	5	7	2679
5	to	9.6116	1	1	6	6	2	2148027
6	the	6.833349999999999	1	1	7	7	3	4187023
7	North	13.58675	1	1	8	8	5	13794
8	of	8.0983	1	1	9	9	2	2057315
9	England,	20.7172	1	1	10	10	8	2026
10	you	6.384650000000001	1	1	11	11	3	1286665
11	would	10.55865	1	1	12	12	5	171047
12	come	9.684999999999999	1	1	13	13	4	102424
13	to	10.46655	1	1	14	14	2	2148027
14	a	8.35805	1	1	15	15	1	1933416
15	valley	17.71445	1	1	16	16	6	1791
16	that	7.3302499999999995	1	1	17	17	4	914941
17	is	6.0351	1	1	18	18	2	1041416
18	surrounded	16.1444	1	1	19	19	10	2065
19	by	10.961849999999998	1	1	20	20	2	302746
20	moors	32.79105	1	1	21	21	5	46
21	as	9.933399999999999	1	1	22	22	2	438309
22	high	15.6136	1	1	23	23	4	19866
23	as	9.86505	1	1	24	24	2	438309
24	mountains.	26.39255	1	1	25	25	10	690
25	It	6.3212	1	2	1	26	2	220551
26	is	5.692	1	2	2	27	2	1041416
27	in	8.79055	1	2	3	28	2	1489991
28	this	7.629249999999999	1	2	4	29	4	394225
29	valley	17.5566	1	2	5	30	6	1791
30	where	9.369499999999999	1	2	6	31	5	99866
31	you	6.034599999999999	1	2	7	32	3	1286665
32	would	10.55865	1	2	8	33	5	171047
33	find	12.2837	1	2	9	34	4	52461
34	the	6.0224	1	2	10	35	3	4187023
35	city	16.6145	1	2	11	36	4	26218
36	of	7.26445	1	2	12	37	2	2057315
37	Bradford,	23.56285	1	2	13	38	9	107
38	where	9.30385	1	2	14	39	5	99866
39	once	11.83845	1	2	15	40	4	25127
40	a	7.6954	1	2	16	41	1	1933416
41	thousand	17.697	1	2	17	42	8	9653
42	spinning	16.5963	1	2	18	43	8	735
43	jennies	47.2992	1	2	19	44	7	2
44	that	7.7447	1	2	20	45	4	914941
45	hummed	32.49535	1	2	21	46	6	84
46	and	8.0647	1	2	22	47	3	2001994
47	clattered	34.6933	1	2	23	48	9	63
48	spun	18.01525	1	2	24	49	4	400
49	wool	17.947499999999998	1	2	25	50	4	530
50	into	13.746849999999998	1	2	26	51	4	116557
51	money	15.523150000000001	1	2	27	52	5	23797
52	for	8.82465	1	2	28	53	3	657368
53	the	5.979900000000001	1	2	29	54	3	4187023
54	long-bearded	60.3579	1	2	30	55	12	4
55	mill	17.14585	1	2	31	56	4	747
56	owners.	27.9739	1	2	32	57	7	207
57	That	7.26765	1	3	1	58	4	57508
58	all	9.794350000000001	1	3	2	59	3	272314
59	mill	17.1967	1	3	3	60	4	747
60	owners	18.420450000000002	1	3	4	61	6	1077
61	were	10.05075	1	3	5	62	4	229411
62	generally	15.139600000000002	1	3	6	63	9	4532
63	busy	17.427300000000002	1	3	7	64	4	4514
64	as	9.91	1	3	8	65	2	438309
65	beavers	30.67425	1	3	9	66	7	27
66	and	7.502599999999999	1	3	10	67	3	2001994
67	quite	13.9236	1	3	11	68	5	29554
68	pleased	16.96265	1	3	12	69	7	2882
69	with	10.017800000000001	1	3	13	70	4	532188
70	themselves	13.94075	1	3	14	71	10	8193
71	for	9.40695	1	3	15	72	3	657368
72	being	12.63475	1	3	16	73	5	55238
73	so	9.96805	1	3	17	74	2	222473
74	successful	17.82795	1	3	18	75	10	4612
75	and	7.575799999999999	1	3	19	76	3	2001994
76	well	10.34465	1	3	20	77	4	65604
77	off	14.064599999999999	1	3	21	78	3	57270
78	was	7.815049999999999	1	3	22	79	3	865130
79	known	15.5354	1	3	23	80	5	40184
80	to	9.872	1	3	24	81	2	2148027
81	the	6.833349999999999	1	3	25	82	3	4187023
82	residents	18.4226	1	3	26	83	9	1347
83	of	7.4299	1	3	27	84	2	2057315
84	Bradford,	23.56285	1	3	28	85	9	107
85	and	7.9317	1	3	29	86	3	2001994
86	if	9.40535	1	3	30	87	2	193531
87	you	6.09615	1	3	31	88	3	1286665
88	were	10.26445	1	3	32	89	4	229411
89	to	10.780850000000001	1	3	33	90	2	2148027
90	go	10.09215	1	3	34	91	2	152253
91	into	13.57775	1	3	35	92	4	116557
92	the	5.8065	1	3	36	93	3	4187023
93	city	16.6145	1	3	37	94	4	26218
94	to	9.95475	1	3	38	95	2	2148027
95	visit	15.5394	1	3	39	96	5	5580
96	the	5.902150000000001	1	3	40	97	3	4187023
97	stately	19.338250000000002	1	3	41	98	7	387
98	City	14.8507	1	3	42	99	4	8326
99	Hall,	21.09415	1	3	43	100	5	787
100	you	6.384650000000001	1	3	44	101	3	1286665
101	would	10.55865	1	3	45	102	5	171047
102	see	9.968350000000001	1	3	46	103	3	141500
103	there	7.89855	1	3	47	104	5	172849
104	the	7.25375	1	3	48	105	3	4187023
105	Crest	18.961	1	3	49	106	5	32
106	of	7.53315	1	3	50	107	2	2057315
107	the	5.85445	1	3	51	108	3	4187023
108	City	15.293	1	3	52	109	4	8326
109	of	7.2713	1	3	53	110	2	2057315
110	Bradford,	23.56285	1	3	54	111	9	107
111	which	9.96115	1	3	55	112	5	169235
112	those	11.416599999999999	1	3	56	113	5	61541
113	same	14.745550000000001	1	3	57	114	4	49017
114	mill	16.764	1	3	58	115	4	747
115	owners	18.420450000000002	1	3	59	116	6	1077
116	created	14.9452	1	3	60	117	7	10788
117	to	10.02515	1	3	61	118	2	2148027
118	celebrate	14.85115	1	3	62	119	9	1350
119	their	12.2437	1	3	63	120	5	141697
120	achievements.	29.6736	1	3	64	121	13	101
121	It	6.3212	1	4	1	122	2	220551
122	shows	14.32275	1	4	2	123	5	7071
123	a	7.223599999999999	1	4	3	124	1	1933416
124	sinister	18.9982	1	4	4	125	8	239
125	looking	14.47775	1	4	5	126	7	29194
126	boar's	25.7273	1	4	6	127	6	21
127	head	17.850299999999997	1	4	7	128	4	25889
128	sitting	15.049399999999999	1	4	8	129	7	8881
129	on	8.696100000000001	1	4	9	130	2	560861
130	top	14.9308	1	4	10	131	3	16514
131	of	7.32375	1	4	11	132	2	2057315
132	a	7.43315	1	4	12	133	1	1933416
133	well	10.3558	1	4	13	134	4	65604
134	which	10.65985	1	4	14	135	5	169235
135	seems	12.19975	1	4	15	136	5	12750
136	puzzling	19.601300000000002	1	4	16	137	8	136
137	at	9.492149999999999	1	4	17	138	2	392110
138	first,	19.06365	1	4	18	139	6	3927
139	but	9.5842	1	4	19	140	3	262599
140	the	6.654	1	4	20	141	3	4187023
141	reason	15.5186	1	4	21	142	6	12075
142	for	9.1029	1	4	22	143	3	657368
143	this	7.856	1	4	23	144	4	394225
144	symbol	17.356	1	4	24	145	6	1854
145	is	5.92935	1	4	25	146	2	1041416
146	a	7.0923	1	4	26	147	1	1933416
147	matter	14.8134	1	4	27	148	6	15824
148	of	8.05585	1	4	28	149	2	2057315
149	legend.	27.509700000000002	1	4	29	150	7	207
150	There	8.23885	1	5	1	151	5	57926
151	was	7.42225	1	5	2	152	3	865130
152	once,	18.844299999999997	1	5	3	153	5	2197
153	legend	18.1037	1	5	4	154	6	796
154	has	9.159749999999999	1	5	5	155	3	169230
155	it,	13.7242	1	5	6	156	3	52053
