	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	11.923300000000001	1	1	1	1	2	10669
1	you	11.831949999999999	1	1	2	2	3	27690
2	were	9.294599999999999	1	1	3	3	4	356521
3	to	10.216899999999999	1	1	4	4	2	1988038
4	journey	17.251399999999997	1	1	5	5	7	3680
5	to	7.64435	1	1	6	6	2	1988038
6	the	3.9981	1	1	7	7	3	5611464
7	North	8.89315	1	1	8	8	5	34149
8	of	4.388	1	1	9	9	2	2750306
9	England,	28.5728	1	1	10	10	8	0
10	you	15.5161	1	1	11	11	3	27690
11	would	10.796800000000001	1	1	12	12	5	126894
12	come	15.30965	1	1	13	13	4	12335
13	to	6.29585	1	1	14	14	2	1988038
14	a	7.00615	1	1	15	15	1	1684274
15	valley	18.06215	1	1	16	16	6	2939
16	that	8.698	1	1	17	17	4	682579
17	is	8.18275	1	1	18	18	2	514867
18	surrounded	17.871850000000002	1	1	19	19	10	3423
19	by	6.049799999999999	1	1	20	20	2	603586
20	moors	20.31465	1	1	21	21	5	136
21	as	7.4847	1	1	22	22	2	677897
22	high	13.277149999999999	1	1	23	23	4	39012
23	as	4.27505	1	1	24	24	2	677897
24	mountains.	29.9317	1	1	25	25	10	0
25	It	6.99625	1	2	1	26	2	119805
26	is	6.61955	1	2	2	27	2	514867
27	in	7.701499999999999	1	2	3	28	2	1903316
28	this	8.1357	1	2	4	29	4	146224
29	valley	18.5993	1	2	5	30	6	2939
30	where	10.4358	1	2	6	31	5	74655
31	you	12.77525	1	2	7	32	3	27690
32	would	10.796800000000001	1	2	8	33	5	126894
33	find	15.661100000000001	1	2	9	34	4	12416
34	the	4.4398	1	2	10	35	3	5611464
35	city	11.25565	1	2	11	36	4	39274
36	of	2.9514500000000004	1	2	12	37	2	2750306
37	Bradford,	34.68365	1	2	13	38	9	0
38	where	12.0686	1	2	14	39	5	74655
39	once	13.6798	1	2	15	40	4	17190
40	a	5.8909	1	2	16	41	1	1684274
41	thousand	16.52185	1	2	17	42	8	2965
42	spinning	17.559	1	2	18	43	8	643
43	jennies	41.05255	1	2	19	44	7	5
44	that	7.991	1	2	20	45	4	682579
45	hummed	30.183349999999997	1	2	21	46	6	17
46	and	8.16015	1	2	22	47	3	2510744
47	clattered	31.6066	1	2	23	48	9	3
48	spun	17.6115	1	2	24	49	4	583
49	wool	20.25545	1	2	25	50	4	646
50	into	11.2423	1	2	26	51	4	124034
