	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	10.317900000000002	1	1	1	1	2	10669
1	you	18.04585	1	1	2	2	3	27690
2	were	14.787749999999999	1	1	3	3	4	356521
3	to	14.7432	1	1	4	4	2	1988038
4	journey	19.9935	1	1	5	5	7	3680
5	to	14.7452	1	1	6	6	2	1988038
6	the	10.955400000000001	1	1	7	7	3	5611464
7	North	12.2229	1	1	8	8	5	34149
8	of	13.8841	1	1	9	9	2	2750306
9	England,	33.4434	1	1	10	10	8	0
10	you	18.046599999999998	1	1	11	11	3	27690
11	would	16.5572	1	1	12	12	5	126894
12	come	19.34785	1	1	13	13	4	12335
13	to	14.73515	1	1	14	14	2	1988038
14	a	12.898900000000001	1	1	15	15	1	1684274
15	valley	20.935200000000002	1	1	16	16	6	2939
16	that	15.037749999999999	1	1	17	17	4	682579
17	is	14.26605	1	1	18	18	2	514867
18	surrounded	20.2091	1	1	19	19	10	3423
19	by	14.8324	1	1	20	20	2	603586
20	moors	22.3155	1	1	21	21	5	136
21	as	14.6552	1	1	22	22	2	677897
22	high	17.7365	1	1	23	23	4	39012
23	as	14.65355	1	1	24	24	2	677897
24	mountains.	34.9677	1	1	25	25	10	0
25	It	7.39825	1	2	1	26	2	119805
26	is	14.2653	1	2	2	27	2	514867
27	in	13.2684	1	2	3	28	2	1903316
28	this	15.9715	1	2	4	29	4	146224
29	valley	20.936950000000003	1	2	5	30	6	2939
30	where	16.2352	1	2	6	31	5	74655
31	you	18.04355	1	2	7	32	3	27690
32	would	16.5572	1	2	8	33	5	126894
33	find	19.72755	1	2	9	34	4	12416
34	the	10.95665	1	2	10	35	3	5611464
35	city	18.097250000000003	1	2	11	36	4	39274
36	of	13.88625	1	2	12	37	2	2750306
37	Bradford,	36.3084	1	2	13	38	9	0
38	where	16.24105	1	2	14	39	5	74655
39	once	18.0449	1	2	15	40	4	17190
40	a	12.89245	1	2	16	41	1	1684274
41	thousand	19.32625	1	2	17	42	8	2965
42	spinning	22.59565	1	2	18	43	8	643
43	jennies	57.9503	1	2	19	44	7	5
44	that	15.0286	1	2	20	45	4	682579
45	hummed	42.961	1	2	21	46	6	17
46	and	12.752600000000001	1	2	22	47	3	2510744
47	clattered	39.8941	1	2	23	48	9	3
48	spun	21.020049999999998	1	2	24	49	4	583
49	wool	22.2697	1	2	25	50	4	646
50	into	17.4585	1	2	26	51	4	124034
51	money	19.944	1	2	27	52	5	11215
52	for	14.7096	1	2	28	53	3	677963
53	the	10.95495	1	2	29	54	3	5611464
54	long-bearded	74.85355	1	2	30	55	12	0
55	mill	20.18605	1	2	31	56	4	1527
56	owners.	34.22755	1	2	32	57	7	0
57	That	10.81765	1	3	1	58	4	11528
58	all	16.388199999999998	1	3	2	59	3	98292
59	mill	20.186	1	3	3	60	4	1527
60	owners	20.1714	1	3	4	61	6	3129
61	were	14.7936	1	3	5	62	4	356521
62	generally	17.166249999999998	1	3	6	63	9	14761
63	busy	20.81675	1	3	7	64	4	1227
64	as	14.65615	1	3	8	65	2	677897
65	beavers	38.45685	1	3	9	66	7	55
66	and	12.751249999999999	1	3	10	67	3	2510744
67	quite	20.232599999999998	1	3	11	68	5	4987
68	pleased	19.3735	1	3	12	69	7	1549
69	with	14.39265	1	3	13	70	4	634654
70	themselves	19.6708	1	3	14	71	10	9992
71	for	14.7182	1	3	15	72	3	677963
72	being	17.3654	1	3	16	73	5	68511
73	so	17.4431	1	3	17	74	2	54126
74	successful	17.904899999999998	1	3	18	75	10	14015
