	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	11.26005	1	1	1	1	2	10669
1	you	18.0719	1	1	2	2	3	27690
2	were	11.819749999999999	1	1	3	3	4	356521
3	to	12.9818	1	1	4	4	2	1988038
4	journey	18.6009	1	1	5	5	7	3680
5	to	12.971150000000002	1	1	6	6	2	1988038
6	the	9.02465	1	1	7	7	3	5611464
7	North	11.64535	1	1	8	8	5	34149
8	of	10.013850000000001	1	1	9	9	2	2750306
9	England,	32.6168	1	1	10	10	8	0
10	you	18.061700000000002	1	1	11	11	3	27690
11	would	14.3011	1	1	12	12	5	126894
12	come	16.05575	1	1	13	13	4	12335
13	to	12.9812	1	1	14	14	2	1988038
14	a	10.7461	1	1	15	15	1	1684274
15	valley	19.53375	1	1	16	16	6	2939
16	that	13.24155	1	1	17	17	4	682579
17	is	10.51305	1	1	18	18	2	514867
18	surrounded	20.1078	1	1	19	19	10	3423
19	by	12.376	1	1	20	20	2	603586
20	moors	22.763199999999998	1	1	21	21	5	136
21	as	12.3656	1	1	22	22	2	677897
22	high	15.8575	1	1	23	23	4	39012
23	as	12.35585	1	1	24	24	2	677897
24	mountains.	34.75505	1	1	25	25	10	0
25	It	8.78125	1	2	1	26	2	119805
26	is	10.50845	1	2	2	27	2	514867
27	in	10.8392	1	2	3	28	2	1903316
28	this	12.73845	1	2	4	29	4	146224
29	valley	19.527549999999998	1	2	5	30	6	2939
30	where	14.180399999999999	1	2	6	31	5	74655
31	you	18.064799999999998	1	2	7	32	3	27690
32	would	14.3011	1	2	8	33	5	126894
33	find	15.85775	1	2	9	34	4	12416
34	the	9.018550000000001	1	2	10	35	3	5611464
35	city	15.7492	1	2	11	36	4	39274
36	of	10.0151	1	2	12	37	2	2750306
37	Bradford,	33.1132	1	2	13	38	9	0
38	where	14.18745	1	2	14	39	5	74655
39	once	15.443249999999999	1	2	15	40	4	17190
40	a	10.7437	1	2	16	41	1	1684274
41	thousand	19.29155	1	2	17	42	8	2965
42	spinning	21.046	1	2	18	43	8	643
43	jennies	54.37545	1	2	19	44	7	5
44	that	13.22935	1	2	20	45	4	682579
45	hummed	39.405950000000004	1	2	21	46	6	17
46	and	11.6967	1	2	22	47	3	2510744
47	clattered	41.7342	1	2	23	48	9	3
48	spun	19.50115	1	2	24	49	4	583
49	wool	21.1189	1	2	25	50	4	646
50	into	14.3279	1	2	26	51	4	124034
51	money	19.7883	1	2	27	52	5	11215
52	for	11.03355	1	2	28	53	3	677963
53	the	9.020700000000001	1	2	29	54	3	5611464
54	long-bearded	76.15039999999999	1	2	30	55	12	0
55	mill	18.34175	1	2	31	56	4	1527
56	owners.	31.8331	1	2	32	57	7	0
57	That	11.14705	1	3	1	58	4	11528
58	all	13.9993	1	3	2	59	3	98292
59	mill	18.347250000000003	1	3	3	60	4	1527
60	owners	17.12715	1	3	4	61	6	3129
61	were	11.8101	1	3	5	62	4	356521
62	generally	14.078800000000001	1	3	6	63	9	14761
63	busy	19.0397	1	3	7	64	4	1227
64	as	12.333400000000001	1	3	8	65	2	677897
65	beavers	36.3069	1	3	9	66	7	55
66	and	11.70585	1	3	10	67	3	2510744
67	quite	18.863500000000002	1	3	11	68	5	4987
68	pleased	20.480600000000003	1	3	12	69	7	1549
69	with	12.4692	1	3	13	70	4	634654
70	themselves	16.85735	1	3	14	71	10	9992
71	for	11.021899999999999	1	3	15	72	3	677963
72	being	16.445999999999998	1	3	16	73	5	68511
73	so	18.20645	1	3	17	74	2	54126
74	successful	18.3234	1	3	18	75	10	14015
75	and	11.710999999999999	1	3	19	76	3	2510744
76	well	14.065000000000001	1	3	20	77	4	61873
77	off	15.667950000000001	1	3	21	78	3	40958
78	was	10.8	1	3	22	79	3	1080224
79	known	14.338799999999999	1	3	23	80	5	54387
80	to	12.97545	1	3	24	81	2	1988038
81	the	9.02465	1	3	25	82	3	5611464
82	residents	17.095950000000002	1	3	26	83	9	6490
83	of	10.0003	1	3	27	84	2	2750306
84	Bradford,	33.1132	1	3	28	85	9	0
85	and	11.6951	1	3	29	86	3	2510744
86	if	15.03685	1	3	30	87	2	34963
87	you	18.074599999999997	1	3	31	88	3	27690
88	were	11.819749999999999	1	3	32	89	4	356521
89	to	12.9818	1	3	33	90	2	1988038
90	go	15.0576	1	3	34	91	2	14475
91	into	14.31045	1	3	35	92	4	124034
92	the	8.9976	1	3	36	93	3	5611464
93	city	15.7492	1	3	37	94	4	39274
94	to	13.00375	1	3	38	95	2	1988038
95	visit	15.141350000000001	1	3	39	96	5	6239
96	the	9.0323	1	3	40	97	3	5611464
97	stately	38.87635	1	3	41	98	7	115
98	City	13.3281	1	3	42	99	4	25773
99	Hall,	30.503950000000003	1	3	43	100	5	0
100	you	18.061700000000002	1	3	44	101	3	27690
101	would	14.3011	1	3	45	102	5	126894
102	see	15.93005	1	3	46	103	3	15367
103	there	14.2149	1	3	47	104	5	62555
104	the	9.03175	1	3	48	105	3	5611464
105	Crest	17.809150000000002	1	3	49	106	5	127
106	of	10.01015	1	3	50	107	2	2750306
107	the	9.0009	1	3	51	108	3	5611464
108	City	13.331199999999999	1	3	52	109	4	25773
109	of	9.9986	1	3	53	110	2	2750306
110	Bradford,	33.1132	1	3	54	111	9	0
111	which	14.21185	1	3	55	112	5	276783
112	those	15.046800000000001	1	3	56	113	5	31043
113	same	15.56395	1	3	57	114	4	44903
114	mill	18.342799999999997	1	3	58	115	4	1527
115	owners	17.12715	1	3	59	116	6	3129
116	created	15.141	1	3	60	117	7	19489
117	to	12.99145	1	3	61	118	2	1988038
118	celebrate	17.03555	1	3	62	119	9	1526
119	their	14.06855	1	3	63	120	5	187293
120	achievements.	35.3793	1	3	64	121	13	0
121	It	8.78125	1	4	1	122	2	119805
122	shows	14.7463	1	4	2	123	5	11162
123	a	10.743400000000001	1	4	3	124	1	1684274
124	sinister	20.6757	1	4	4	125	8	358
125	looking	19.4705	1	4	5	126	7	5153
126	boar's	57.4382	1	4	6	127	6	0
127	head	14.1975	1	4	7	128	4	19105
128	sitting	18.1379	1	4	8	129	7	2202
129	on	11.2143	1	4	9	130	2	691658
130	top	15.988199999999999	1	4	10	131	3	26732
131	of	10.005400000000002	1	4	11	132	2	2750306
132	a	10.7203	1	4	12	133	1	1684274
133	well	14.066600000000001	1	4	13	134	4	61873
134	which	14.233	1	4	14	135	5	276783
135	seems	17.226399999999998	1	4	15	136	5	4321
136	puzzling	41.789	1	4	16	137	8	73
137	at	12.683	1	4	17	138	2	419116
138	first,	29.8566	1	4	18	139	6	0
139	but	15.25755	1	4	19	140	3	204206
140	the	9.0136	1	4	20	141	3	5611464
141	reason	18.2195	1	4	21	142	6	5889
142	for	11.01005	1	4	22	143	3	677963
143	this	12.7507	1	4	23	144	4	146224
144	symbol	17.9228	1	4	24	145	6	2770
145	is	10.5051	1	4	25	146	2	514867
146	a	10.74445	1	4	26	147	1	1684274
147	matter	19.649549999999998	1	4	27	148	6	6128
148	of	10.001149999999999	1	4	28	149	2	2750306
149	legend.	32.6516	1	4	29	150	7	0
150	There	9.2044	1	5	1	151	5	28528
151	was	10.8093	1	5	2	152	3	1080224
152	once,	34.1502	1	5	3	153	5	0
153	legend	17.9488	1	5	4	154	6	1843
154	has	11.76325	1	5	5	155	3	151408
155	it,	32.7428	1	5	6	156	3	0
156	a	10.7157	1	5	7	157	1	1684274
157	fearsome	37.9927	1	5	8	158	8	108
158	boar,	41.68475	1	5	9	159	5	0
159	which	14.21185	1	5	10	160	5	276783
160	lived	16.27695	1	5	11	161	5	8957
161	in	10.8371	1	5	12	162	2	1903316
162	a	10.72955	1	5	13	163	1	1684274
163	wood	19.5075	1	5	14	164	4	3228
164	located	15.7134	1	5	15	165	7	17206
165	just	16.351300000000002	1	5	16	166	4	32345
166	outside	15.66985	1	5	17	167	7	12548
167	the	9.0206	1	5	18	168	3	5611464
168	manor	19.12195	1	5	19	169	5	974
169	of	10.00675	1	5	20	170	2	2750306
170	Bradford.	29.1463	1	5	21	171	9	0
171	A	6.94665	1	6	1	172	1	96615
172	source	18.3388	1	6	2	173	6	7393
173	of	9.99915	1	6	3	174	2	2750306
174	great	16.88575	1	6	4	175	5	19046
175	trouble	20.3936	1	6	5	176	7	2134
176	to	12.96245	1	6	6	177	2	1988038
177	the	9.02465	1	6	7	178	3	5611464
178	local	14.32245	1	6	8	179	5	25510
179	folk	16.91675	1	6	9	180	4	2757
180	the	9.02805	1	6	10	181	3	5611464
181	boar	23.002850000000002	1	6	11	182	4	199
182	was,	29.5143	1	6	12	183	4	0
183	bringing	19.018349999999998	1	6	13	184	8	3632
184	terror	20.71335	1	6	14	185	6	598
185	to	12.99625	1	6	15	186	2	1988038
186	the	9.02465	1	6	16	187	3	5611464
187	peaceful	20.9048	1	6	17	188	8	999
188	flocks	22.2136	1	6	18	189	6	409
189	and	11.7112	1	6	19	190	3	2510744
190	ravaging	40.3634	1	6	20	191	8	64
191	the	9.0059	1	6	21	192	3	5611464
192	countryside	20.718049999999998	1	6	22	193	11	1046
193	around.	29.44185	1	6	23	194	7	0
194	Even	11.812100000000001	1	7	1	195	4	4255
195	worse,	39.8384	1	7	2	196	6	0
196	however,	34.75755	1	7	3	197	8	0
197	the	8.99165	1	7	4	198	3	5611464
198	boar	23.002850000000002	1	7	5	199	4	199
199	most	13.0483	1	7	6	200	4	84925
200	liked	18.0397	1	7	7	201	5	2549
201	to	12.9709	1	7	8	202	2	1988038
202	go	15.0576	1	7	9	203	2	14475
203	to	12.975	1	7	10	204	2	1988038
204	the	9.02465	1	7	11	205	3	5611464
205	well	14.0487	1	7	12	206	4	61873
206	that	13.2421	1	7	13	207	4	682579
207	was	10.81855	1	7	14	208	3	1080224
208	in	10.859549999999999	1	7	15	209	2	1903316
209	the	8.9922	1	7	16	210	3	5611464
210	wood	19.48935	1	7	17	211	4	3228
211	and	11.707650000000001	1	7	18	212	3	2510744
212	drink	20.355	1	7	19	213	5	1494
213	its	13.074000000000002	1	7	20	214	3	175682
214	fresh	18.371650000000002	1	7	21	215	5	2823
215	water,	39.63055	1	7	22	216	6	0
216	so	18.2035	1	7	23	217	2	54126
217	that	13.23905	1	7	24	218	4	682579
218	the	9.0072	1	7	25	219	3	5611464
219	people	15.093350000000001	1	7	26	220	6	44751
220	of	10.0024	1	7	27	221	2	2750306
221	Bradford	14.43035	1	7	28	222	8	970
222	had	12.83585	1	7	29	223	3	293952
223	second	14.6493	1	7	30	224	6	67095
224	thoughts	21.3343	1	7	31	225	8	1171
225	about	13.8994	1	7	32	226	5	90601
226	visiting	16.485100000000003	1	7	33	227	8	2321
227	the	9.02395	1	7	34	228	3	5611464
228	well.	28.759	1	7	35	229	5	0
229	That	11.14705	1	8	1	230	4	11528
230	the	9.012450000000001	1	8	2	231	3	5611464
231	people	15.093350000000001	1	8	3	232	6	44751
232	of	10.0024	1	8	4	233	2	2750306
233	Bradford	14.43035	1	8	5	234	8	970
234	bore	17.63395	1	8	6	235	4	1276
235	the	9.0228	1	8	7	236	3	5611464
236	brunt	21.6212	1	8	8	237	5	172
237	of	10.0303	1	8	9	238	2	2750306
238	the	9.0009	1	8	10	239	3	5611464
239	beast's	56.304100000000005	1	8	11	240	7	0
240	ferocity	42.5308	1	8	12	241	8	107
241	was	10.8229	1	8	13	242	3	1080224
242	unfair	21.793550000000003	1	8	14	243	6	436
243	in	10.8462	1	8	15	244	2	1903316
244	the	8.9922	1	8	16	245	3	5611464
245	eyes	20.9723	1	8	17	246	4	4499
246	of	9.9984	1	8	18	247	2	2750306
247	the	9.0009	1	8	19	248	3	5611464
248	people	15.093350000000001	1	8	20	249	6	44751
249	of	10.0024	1	8	21	250	2	2750306
250	the	9.0009	1	8	22	251	3	5611464
251	region.	33.6563	1	8	23	252	7	0
252	Eventually,	32.16445	1	9	1	253	11	0
253	the	8.99165	1	9	2	254	3	5611464
