config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-114110.44045126204	-0.15491422861030082	227.9552548121428	0.0003094678481411217	2074752
srp_2_768	-114344.88958753699	-0.15523251243210326	6.4938814628112596	8.815973661304119e-06	14177280
srp_4_384	-114344.1623671102	-0.1552315251710691	5.766661036017467	7.828712627161225e-06	7688448
srp_8_192	-114093.0158389973	-0.15489057327817565	245.37986707688833	0.0003331231802663145	3854208
srp_24_192	-114055.06642056846	-0.15483905384788632	283.3292855057225	0.0003846426105556344	10972032
srp_1_1536	-114344.93755951535	-0.155232577557976	6.5418534411728615	8.881099534041169e-06	30693888
srp_16_192	-114116.19065887379	-0.15492203498606277	222.20504720039025	0.0003016614723791756	7413120
srp_2_1536	-114345.19830244087	-0.15523293153776097	6.802596366687794	9.235079318993372e-06	59025408
srp_2_192	-113983.99103570667	-0.15474256321674423	354.40467036751215	0.0004811332416977265	1185024
srp_1_384	-114261.67233667852	-0.1551195382277024	76.72336939566594	0.00010415823073953704	2365056
srp_4_768	-114345.20684697124	-0.15523294313765773	6.811140897058067	9.246679215776817e-06	28353024
srp_24_1536	-114344.19901007887	-0.15523157491688733	5.803304004686652	7.878458445360943e-06	682318848
srp_16_1536	-114344.51721897461	-0.1552320069114132	6.121512900426751	8.310452971239297e-06	455666688
srp_1_192	-114171.1095907098	-0.1549965919146649	167.2861153643753	0.00022710454377708415	740160
srp_2_384	-114209.72484880824	-0.15504901527660486	128.67085726594087	0.00017468118183710767	4139520
srp_1_768	-114345.7366877282	-0.15523366243969378	7.340981654022471	9.965981251829303e-06	7089408
srp_4_1536	-114345.32372283562	-0.15523310180617483	6.9280167614342645	9.405347732885328e-06	115688448
srp_8_1536	-114343.830801744	-0.15523107504404537	5.435095669818111	7.378585603415283e-06	229014528
