config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-147954.94864579954	-0.17571637943231022	166.66761129064253	0.00019794018039054467	2074752
srp_2_768	-148079.0147172083	-0.17586372456052576	42.60153988187085	5.059505217499893e-05	14177280
srp_4_384	-148071.73990609494	-0.1758550847449495	49.8763509952405	5.9234867751262456e-05	7688448
srp_8_192	-148039.43853329873	-0.1758167225250279	82.17772379145026	9.759708767289018e-05	3854208
srp_24_192	-148112.5734651233	-0.17590358008233073	9.042791966872755	1.0739530370034507e-05	10972032
srp_1_1536	-148085.66280151487	-0.1758716200538175	35.95345557530527	4.269955888327368e-05	30693888
srp_16_192	-148042.71041395472	-0.17582060832288776	78.90584313546424	9.371128981302388e-05	7413120
srp_2_1536	-148080.1922497176	-0.1758651230385834	41.4240073725814	4.919657411738744e-05	59025408
srp_2_192	-147926.00600152585	-0.1756820061537581	195.61025556433015	0.00023231345894268493	1185024
srp_1_384	-148077.30950468694	-0.1758616993915594	44.306752403237624	5.2620221141361294e-05	2365056
srp_4_768	-148078.22071222498	-0.1758627815729326	43.395544865197735	5.153803976817108e-05	28353024
srp_24_1536	-148083.22441325552	-0.17586872414015928	38.391843834659085	4.5595472541488916e-05	682318848
srp_16_1536	-148081.46041673105	-0.17586662915729154	40.155840359133435	4.769045540923913e-05	455666688
srp_1_192	-147956.56821989664	-0.17571830289414217	165.04803719354095	0.00019601671855861683	740160
srp_2_384	-148068.32609401664	-0.17585103038445699	53.290163073543226	6.328922824377766e-05	4139520
srp_1_768	-148081.3611981032	-0.17586651132184083	40.25505898697884	4.78082908599409e-05	7089408
srp_4_1536	-148083.6486763241	-0.17586922800955346	37.96758076606784	4.50916031473116e-05	115688448
srp_8_1536	-148080.7961957639	-0.1758658403056542	40.82006132628885	4.847930704657765e-05	229014528
