	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.011699999999999	1	1	1	1	2	75318
1	you	2.9481	1	1	2	2	3	1286665
2	were	8.81875	1	1	3	3	4	229411
3	to	8.96065	1	1	4	4	2	2148027
4	journey	17.087249999999997	1	1	5	5	7	2679
5	to	5.475350000000001	1	1	6	6	2	2148027
6	the	5.25165	1	1	7	7	3	4187023
7	North	11.044899999999998	1	1	8	8	5	13794
8	of	6.3980999999999995	1	1	9	9	2	2057315
9	England,	18.90645	1	1	10	10	8	2026
10	you	5.9224	1	1	11	11	3	1286665
11	would	9.492750000000001	1	1	12	12	5	171047
12	come	9.74335	1	1	13	13	4	102424
13	to	8.65895	1	1	14	14	2	2148027
14	a	7.226749999999999	1	1	15	15	1	1933416
15	valley	15.68985	1	1	16	16	6	1791
16	that	6.1013	1	1	17	17	4	914941
17	is	6.85355	1	1	18	18	2	1041416
18	surrounded	15.921400000000002	1	1	19	19	10	2065
19	by	6.3164	1	1	20	20	2	302746
20	moors	26.484099999999998	1	1	21	21	5	46
21	as	9.9961	1	1	22	22	2	438309
22	high	12.36235	1	1	23	23	4	19866
23	as	7.351749999999999	1	1	24	24	2	438309
24	mountains.	23.59255	1	1	25	25	10	690
25	It	5.8941	1	2	1	26	2	220551
26	is	5.13875	1	2	2	27	2	1041416
27	in	8.899149999999999	1	2	3	28	2	1489991
28	this	7.1960999999999995	1	2	4	29	4	394225
29	valley	16.74135	1	2	5	30	6	1791
30	where	7.5146	1	2	6	31	5	99866
31	you	4.813	1	2	7	32	3	1286665
32	would	9.492750000000001	1	2	8	33	5	171047
33	find	12.536200000000001	1	2	9	34	4	52461
34	the	4.63435	1	2	10	35	3	4187023
35	city	11.82155	1	2	11	36	4	26218
36	of	5.7794	1	2	12	37	2	2057315
37	Bradford,	21.002499999999998	1	2	13	38	9	107
38	where	8.8027	1	2	14	39	5	99866
39	once	12.97395	1	2	15	40	4	25127
40	a	7.582599999999999	1	2	16	41	1	1933416
41	thousand	12.26855	1	2	17	42	8	9653
42	spinning	18.68305	1	2	18	43	8	735
43	jennies	38.21185	1	2	19	44	7	2
44	that	7.62775	1	2	20	45	4	914941
45	hummed	28.13375	1	2	21	46	6	84
46	and	5.06795	1	2	22	47	3	2001994
47	clattered	28.2277	1	2	23	48	9	63
48	spun	20.241799999999998	1	2	24	49	4	400
49	wool	17.54965	1	2	25	50	4	530
50	into	12.0723	1	2	26	51	4	116557
51	money	13.57295	1	2	27	52	5	23797
52	for	7.71795	1	2	28	53	3	657368
53	the	4.9978	1	2	29	54	3	4187023
54	long-bearded	47.61235	1	2	30	55	12	4
55	mill	17.42185	1	2	31	56	4	747
56	owners.	20.851750000000003	1	2	32	57	7	207
57	That	7.13335	1	3	1	58	4	57508
58	all	8.936	1	3	2	59	3	272314
59	mill	17.7156	1	3	3	60	4	747
60	owners	15.59385	1	3	4	61	6	1077
61	were	8.689250000000001	1	3	5	62	4	229411
