	word	surprisal	item	sent_id	sent_pos	zone	length	freq
0	If	7.3936	1	1	1	1	2	75318
1	you	3.38115	1	1	2	2	3	1286665
2	were	9.51885	1	1	3	3	4	229411
3	to	7.46835	1	1	4	4	2	2148027
4	journey	17.716949999999997	1	1	5	5	7	2679
5	to	5.34375	1	1	6	6	2	2148027
6	the	6.301500000000001	1	1	7	7	3	4187023
7	North	11.555800000000001	1	1	8	8	5	13794
8	of	6.8317	1	1	9	9	2	2057315
9	England,	20.365000000000002	1	1	10	10	8	2026
10	you	5.9658	1	1	11	11	3	1286665
11	would	9.5095	1	1	12	12	5	171047
12	come	9.92085	1	1	13	13	4	102424
13	to	6.7387	1	1	14	14	2	2148027
14	a	7.8797	1	1	15	15	1	1933416
15	valley	15.680250000000001	1	1	16	16	6	1791
16	that	6.851100000000001	1	1	17	17	4	914941
17	is	6.874549999999999	1	1	18	18	2	1041416
18	surrounded	17.167749999999998	1	1	19	19	10	2065
19	by	7.167299999999999	1	1	20	20	2	302746
20	moors	29.8078	1	1	21	21	5	46
21	as	9.1388	1	1	22	22	2	438309
22	high	13.5293	1	1	23	23	4	19866
23	as	8.2012	1	1	24	24	2	438309
24	mountains.	24.9055	1	1	25	25	10	690
25	It	5.49015	1	2	1	26	2	220551
26	is	4.930149999999999	1	2	2	27	2	1041416
27	in	7.7025500000000005	1	2	3	28	2	1489991
28	this	8.09835	1	2	4	29	4	394225
29	valley	16.2868	1	2	5	30	6	1791
30	where	7.9678	1	2	6	31	5	99866
31	you	5.1843	1	2	7	32	3	1286665
32	would	9.5095	1	2	8	33	5	171047
33	find	11.684	1	2	9	34	4	52461
34	the	5.6302	1	2	10	35	3	4187023
35	city	11.550799999999999	1	2	11	36	4	26218
36	of	5.6145499999999995	1	2	12	37	2	2057315
37	Bradford,	24.065849999999998	1	2	13	38	9	107
38	where	8.62905	1	2	14	39	5	99866
39	once	12.3092	1	2	15	40	4	25127
40	a	7.7936	1	2	16	41	1	1933416
41	thousand	12.9	1	2	17	42	8	9653
42	spinning	18.4919	1	2	18	43	8	735
43	jennies	40.403850000000006	1	2	19	44	7	2
44	that	7.02125	1	2	20	45	4	914941
45	hummed	30.842599999999997	1	2	21	46	6	84
46	and	5.46655	1	2	22	47	3	2001994
47	clattered	31.08535	1	2	23	48	9	63
48	spun	19.4775	1	2	24	49	4	400
49	wool	16.4481	1	2	25	50	4	530
50	into	11.69815	1	2	26	51	4	116557
51	money	14.28705	1	2	27	52	5	23797
52	for	7.7268	1	2	28	53	3	657368
53	the	5.88615	1	2	29	54	3	4187023
54	long-bearded	53.55885000000001	1	2	30	55	12	4
55	mill	15.75165	1	2	31	56	4	747
56	owners.	22.5169	1	2	32	57	7	207
57	That	7.539	1	3	1	58	4	57508
58	all	8.2852	1	3	2	59	3	272314
59	mill	17.09795	1	3	3	60	4	747
60	owners	15.88365	1	3	4	61	6	1077
61	were	9.677299999999999	1	3	5	62	4	229411
62	generally	14.73075	1	3	6	63	9	4532
63	busy	15.6791	1	3	7	64	4	4514
64	as	8.31945	1	3	8	65	2	438309
65	beavers	28.2696	1	3	9	66	7	27
66	and	4.6526	1	3	10	67	3	2001994
67	quite	13.13945	1	3	11	68	5	29554
68	pleased	13.90345	1	3	12	69	7	2882
69	with	8.088049999999999	1	3	13	70	4	532188
70	themselves	14.816500000000001	1	3	14	71	10	8193
71	for	8.2989	1	3	15	72	3	657368
72	being	12.1519	1	3	16	73	5	55238
73	so	6.99765	1	3	17	74	2	222473
74	successful	17.1537	1	3	18	75	10	4612
75	and	4.598	1	3	19	76	3	2001994
76	well	9.087050000000001	1	3	20	77	4	65604
