config	logLike	logLike_avg	delta_logLike	delta_logLike_avg	size
srp_4_192	-147946.4541913789	-0.17570629112644612	175.16206571127987	0.0002080284862546524	2074752
srp_2_768	-148083.8979982561	-0.1758695241128444	37.71825883406564	4.4795499856374195e-05	14177280
srp_8_384	-148079.6762402154	-0.17586451020797306	41.94001687478158	4.980940472771294e-05	14786304
srp_4_384	-148044.3794392021	-0.17582259051460447	77.23681788807153	9.172909809630708e-05	7688448
srp_16_384	-148086.251434255	-0.1758723191342799	35.364822835166706	4.200047842088183e-05	28982016
srp_16_768	-148080.10252023328	-0.1758650164727655	41.513736856897594	4.930313993527107e-05	113407488
srp_8_192	-147985.93544256658	-0.17575318041658244	135.6808145235991	0.00016113919611833482	3854208
srp_24_768	-148077.794733308	-0.17586227566573792	43.82152378218598	5.204394696284602e-05	170110464
srp_24_192	-148116.92641307952	-0.17590874979285226	4.689844010659726	5.5698198485287896e-06	10972032
srp_1_1536	-148068.82294596438	-0.17585162046289757	52.793311125802575	6.269914980321205e-05	30693888
srp_16_192	-148110.4700712365	-0.17590108201949678	11.146185853693169	1.323759320399184e-05	7413120
srp_2_1536	-148081.16695817857	-0.17586628063583398	40.44929891161155	4.8038976866796773e-05	59025408
srp_2_192	-147880.44488948132	-0.17562789621201805	241.17136760885478	0.00028642340068271726	1185024
srp_1_384	-148019.8250635643	-0.1757934288946263	101.79119352588896	0.00012089071807447532	2365056
srp_4_768	-148077.4653024891	-0.17586188442238107	44.15095460109296	5.243519031970281e-05	28353024
srp_24_1536	-148080.47149312583	-0.17586545467764733	41.14476396434475	4.8864935053437306e-05	682318848
srp_16_1536	-148083.9769653697	-0.1758696178969011	37.63929172049393	4.470171579968638e-05	455666688
srp_1_192	-147984.63739139444	-0.17575163880642086	136.97886569573893	0.00016268080627990038	740160
srp_24_384	-148077.5294804656	-0.17586196064235057	44.086776624579215	5.235897035020869e-05	43177728
srp_2_384	-147959.79596737228	-0.17572213627792102	161.82028971789987	0.00019218333477975306	4139520
srp_1_768	-148086.06807276525	-0.17587210136787598	35.548184324929025	4.2218244824799026e-05	7089408
srp_4_1536	-148087.16565804736	-0.17587340489786032	34.450599042815156	4.091471484045932e-05	115688448
srp_8_768	-148082.1852553478	-0.17586749000053184	39.43100174237043	4.6829612168941496e-05	56704512
srp_8_1536	-148082.12642286517	-0.17586742012905449	39.48983422500896	4.689948364628563e-05	229014528
